id	word	action	reason	evidence	expectedMeaningHash	expectedExampleHash
word_listening1179_b41c448aaf22	smokealarm	defer	REJECTED_LOW_CONFIDENCE_AUTO_FIX	词形归一化后仍未命中；本轮不自动重写	dc301806daa54f15ed4be306e14e7cc9a78cf906cc99ff63e5809bcd2c6088b7	4b71f3ff16d2164aa71a4a0ef8db3136bd779e8eb2687d540f0d6f73bc7c6b39
word_listening1179_36cf12057a9e	sparepart	defer	REJECTED_LOW_CONFIDENCE_AUTO_FIX	词形归一化后仍未命中；本轮不自动重写	262f349bfac19d8755feb24172164921c01822103caf0d052a799eaf2dc1f00f	a8034050b929e7cdb53b38a2da3e417805ad6309c1e957328e55189f7f627f9d
word_listening1179_9f962dc9adfa	townhall	defer	REJECTED_LOW_CONFIDENCE_AUTO_FIX	词形归一化后仍未命中；本轮不自动重写	7a520a77c626af944011e25572e87b2fd6ffc7a11b8e1bf27ce97c66e3e63b53	2b1e09c4d07cdb59074858225b2c45fcae73397ff0c0acf0f9a027a9f95c8491
word_listening1179_335af4469863	soapdish	defer	REJECTED_LOW_CONFIDENCE_AUTO_FIX	词形归一化后仍未命中；本轮不自动重写	e5e9857ee274c07735fbf5ed1aff9eac4331041a015070f2d98a6da55404a4a0	8defacd3f704904e827e1d62515b85196c6b06a40a9a21e62f74bb7453058370
word_listening1179_e77ea277df20	travelpass	defer	REJECTED_LOW_CONFIDENCE_AUTO_FIX	词形归一化后仍未命中；本轮不自动重写	02bb745368cad3beaae6a497bf3e536c4f52870c0d1166bfc7e500ae0d5fa140	9c33a9528b4deccf3dca5b2b8db5d19a157ba7d55351a4d9f72d969c75924de0
word_excel_9df57cd76762	misspend	defer	REJECTED_LOW_CONFIDENCE_AUTO_FIX	词形归一化后仍未命中；本轮不自动重写	df09e66686e5cec7bc8b6c337f7dfc6928e45869cee2bc0a4963c10783a488c8	ac680b694fcbeec8c1991ccc9f9256f37e64b648eeb52d4a58de44a292b25a50
word_excel_53493ffba28c	lable	defer	REJECTED_LOW_CONFIDENCE_AUTO_FIX	词形归一化后仍未命中；本轮不自动重写	137414ba51c394f4d75ca27f5d6cbfdc1e53a196cc717ae48a41ce02eeb86969	9acc199c52a989d337529021505a9d698ac954bfd3ccd24f24181e12bc822c99
word_excel_f8bd17bea0e9	ore	defer	REJECTED_LOW_CONFIDENCE_AUTO_FIX	词形归一化后仍未命中；本轮不自动重写	206f1f36eb1efad7529dcd67cc9b958c6ddda475edfc6b7178effc706b7bfcdf	be7248aa287c8fac6ee30e2450d4c442be9e8e178ddd9a13e03d6c5b1f6fce32
word_excel_dbc42d7af77f	coexistence	defer	REJECTED_LOW_CONFIDENCE_AUTO_FIX	词形归一化后仍未命中；本轮不自动重写	f5006b65629144d64722c8b6b00673966be323ad472489486b3259f90f69670b	fcd9f99fb87ee251c840bacdb590138a6119bdec77401743ff3d966c5bf24d8d
word_excel_043a718774c5	s	defer	REJECTED_LOW_CONFIDENCE_AUTO_FIX	词形归一化后仍未命中；本轮不自动重写	3f3c994c3b977a85c630990eea3373dcc1859962c2b46df12e796b0a28c59f3d	771867845fb7631beceb113e83e11e5c5f09a2f2410439a5c9552759075cfa36
word_excel_ead906edc10f	ation	defer	REJECTED_LOW_CONFIDENCE_AUTO_FIX	词形归一化后仍未命中；本轮不自动重写	a80883a634ce7af661f4c14d1fa780afbb2eee5fd11a71aa331b443099c0c40d	052ac29f1a136656dfc992a173b2fc4c31358198d0a0828c19cc5e998fad91e8
word_excel_1b16b1df538b	n	defer	REJECTED_LOW_CONFIDENCE_AUTO_FIX	词形归一化后仍未命中；本轮不自动重写	8e0acbeed82f8fc040af1559f75a0777c2ffc88e447bcaaabcc5fa9cc878940b	27f801f4a3685bbcc0720d999213fccecb8a7cec6fdbd91538eb9dbbf1886c1a
word_excel_b47265af9cd8	mahy	defer	REJECTED_LOW_CONFIDENCE_AUTO_FIX	词形归一化后仍未命中；本轮不自动重写	68d530fc1f468010e1b16f92098ec84b52b9386e7d5ea0752b131105f5679b33	44f1a38dbb2da6287e265617100abaa84132a915415ecf21d7bab98b7b145808
word_excel_5cc47001f7c1	forty-two	defer	REJECTED_LOW_CONFIDENCE_AUTO_FIX	词形归一化后仍未命中；本轮不自动重写	4e7a10cdfb83b58f61bc15584c127ff94096c872845df012f8dfcde6b86991fa	6a389403ef587cac55a6ef5cb40b8c5d451048002c12e0ac36dbafac6cb36d56
word_excel_0688daa8853c	verylittle	defer	REJECTED_LOW_CONFIDENCE_AUTO_FIX	词形归一化后仍未命中；本轮不自动重写	e96ad63fe2c04d757a151f9d3fcf32f5ed9bcd007d92e49aff01021a6fd7e47a	273b833fd87f4ebbcea12dccc4bd117eda951882f7e7570a549b7deb61de071f
