id	word	action	reason	evidence	finalExample	finalExampleCn
word_fe32eb601c54	fierce	repair	unfinished_example,space_before_punctuation	现有中文例句、本地词条字段及人工语义复核	There was fierce competition for the job.	这份工作竞争激烈。
word_18e601d32167	lid	repair	space_before_punctuation	现有中文例句、本地词条字段及人工语义复核	I can't get the lid off.	我打不开罐子的盖子。
word_cee461e43589	fur	repair	space_before_punctuation,manual-priority-review	现有中文例句、本地词条字段及人工语义复核	She wore a coat made of fake fur.	她穿了一件人造毛皮大衣。
word_1aa56631a463	enact	repair	unfinished_example,space_before_punctuation	现有中文例句、本地词条字段及人工语义复核	The government enacted a new law.	政府颁布了一项新法律。
word_5769534f3d22	prevail	repair	human-semantic-followup	现有完整中文例句与人工语义复核	Justice will prevail in the end.	正义最终会占上风。
word_a986a2178234	spy	repair	space_before_punctuation,manual-priority-review	现有中文例句、本地词条字段及人工语义复核	He was accused of being a spy.	他被指控是一名间谍。
word_5c0692fe8305	cue	repair	human-semantic-followup	现有完整中文例句与人工语义复核	The cue for the next speaker is a nod.	下一个发言者的提示是点头。
word_413260ea154e	thief	repair	unfinished_example,space_before_punctuation	现有中文例句、本地词条字段及人工语义复核	A thief stole my wallet on the bus.	一个小偷在公交车上偷了我的钱包。
word_4da89d5f4943	dome	repair	space_before_punctuation	现有中文例句、本地词条字段及人工语义复核	The building has a large dome.	这座建筑顶部有一个大圆顶。
word_dc006e2ae26e	clutch	repair	unfinished_example,space_before_punctuation	现有中文例句、本地词条字段及人工语义复核	She clutched her bag nervously on the bus.	她在公交车上紧张地紧握着手提包。
word_711a119c7c2c	comet	repair	human-semantic-followup	现有完整中文例句与人工语义复核	We saw a comet in the sky.	我们在天空中看到了一颗彗星。
word_31fb90bbc557	cocktail	repair	human-semantic-followup	现有完整中文例句与人工语义复核	We ordered cocktails at the bar.	我们在酒吧点了鸡尾酒。
word_f8ec71a108b2	explosive	repair	unfinished_example,space_before_punctuation	现有中文例句、本地词条字段及人工语义复核	The police found explosives in the car.	警察在车里发现了爆炸物。
word_f9ba1c84b2d1	mosquito	repair	human-semantic-followup	现有完整中文例句与人工语义复核	A mosquito bit me on the arm.	一只蚊子咬了我的胳膊。
word_854b3112e33f	underneath	repair	space_before_punctuation	现有中文例句、本地词条字段及人工语义复核	The keys are underneath.	钥匙在垫子下面。
word_159ed86f9931	wit	repair	manual-priority-review	现有中文例句、本地词条字段及人工语义复核	Her quick wit made everyone laugh.	她的机智逗得大家发笑。
word_689eb23de111	bout	repair	space_before_punctuation	现有中文例句、本地词条字段及人工语义复核	He had a bout.	他得了一阵流感。
word_f39fcc604a94	temptation	repair	human-semantic-followup	现有完整中文例句与人工语义复核	I resisted the temptation to buy it.	我抵制住了购买的诱惑。
word_67ae877d35f7	arc	repair	human-semantic-followup	现有完整中文例句与人工语义复核	The rainbow formed a perfect arc in the sky.	彩虹在天空中形成了完美的弧形。
word_107379ca1133	tattoo	repair	human-semantic-followup	现有完整中文例句与人工语义复核	He got a tattoo on his arm.	他在胳膊上纹了身。
word_ab9f8f957fa6	ripe	repair	space_before_punctuation	现有中文例句、本地词条字段及人工语义复核	The fruit is ripe enough.	水果已经成熟可以吃了。
word_977a47f280d5	mold	repair	space_before_punctuation	现有中文例句、本地词条字段及人工语义复核	The bread has mold.	面包上长霉了。
word_873bbc2f08e8	mug	repair	space_before_punctuation,manual-priority-review	现有中文例句、本地词条字段及人工语义复核	He poured coffee into a mug.	他把咖啡倒进马克杯。
word_df4f18b2185b	mustard	repair	human-semantic-followup	现有完整中文例句与人工语义复核	I want mustard on my hot dog.	我的热狗要加芥末。
word_39e7af709d62	nickname	repair	unfinished_example	现有中文例句、本地词条字段及人工语义复核	Her nickname is 'Sunny'.	她的绰号是‘阳光’.
word_75acf512113c	quilt	repair	unfinished_example,space_before_punctuation	现有中文例句、本地词条字段及人工语义复核	She put a quilt on the bed.	她在床上放了一条被子。
word_cd06d1637ad6	asteroid	repair	space_before_punctuation	现有中文例句、本地词条字段及人工语义复核	An asteroid could hit Earth.	小行星有一天可能撞击地球。
word_11edd92ef755	fearful	repair	space_before_punctuation	现有中文例句、本地词条字段及人工语义复核	She was fearful of losing.	她害怕失去工作。
word_1d8cca246edf	prototype	repair	human-semantic-followup	现有完整中文例句与人工语义复核	They tested the prototype of the new car.	他们测试了新车的原型。
word_016948cc39c2	den	repair	unfinished_example,space_before_punctuation,manual-priority-review	现有中文例句、本地词条字段及人工语义复核	The fox hid in its den.	狐狸躲进了洞穴。
word_721f12dcac68	jealous	repair	space_before_punctuation	现有中文例句、本地词条字段及人工语义复核	She was jealous of her friend's.	她嫉妒朋友的新工作。
word_506b592267be	dash	repair	unfinished_example,space_before_punctuation	现有中文例句、本地词条字段及人工语义复核	He made a dash for the bus.	他冲向公交车。
word_c55f23d20c89	policymaker	repair	space_before_punctuation	现有中文例句、本地词条字段及人工语义复核	Policymakers debated the new.	政策制定者就新税法进行了辩论。
word_e1bc6907255a	hub	repair	manual-priority-review	现有中文例句、本地词条字段及人工语义复核	The city is a major transport hub.	这座城市是一个重要的交通枢纽。
word_ea77e48ee401	contender	repair	unfinished_example,space_before_punctuation	现有中文例句、本地词条字段及人工语义复核	He is a strong contender for the job.	他是这份工作的有力竞争者。
word_72c30a68cff3	prestige	repair	manual-priority-review	现有中文例句、本地词条字段及人工语义复核	The award brought prestige to the university.	这个奖项为该大学带来了声望。
word_80a34bc91c0b	siren	repair	space_before_punctuation	现有中文例句、本地词条字段及人工语义复核	The ambulance siren woke.	救护车的警报声把我吵醒了。
word_b94060c424a7	referendum	repair	unfinished_example,space_before_punctuation	现有中文例句、本地词条字段及人工语义复核	The government held a referendum on the new law.	政府就该新法律举行了全民公投。
word_b02369315b85	discriminate	repair	space_before_punctuation	现有中文例句、本地词条字段及人工语义复核	Employers should not discriminate against applicants based.	雇主不应基于年龄歧视求职者。
word_182c7dd578fe	brightly	repair	space_before_punctuation	现有中文例句、本地词条字段及人工语义复核	The sun shone brightly.	太阳整天明亮地照耀。
word_365be54203ec	sleek	repair	unfinished_example	现有中文例句、本地词条字段及人工语义复核	The sleek new car caught everyone's attention.	这辆光滑的新车吸引了所有人的目光。
word_58bc8cea4db8	awe	repair	unfinished_example,manual-priority-review	现有中文例句、本地词条字段及人工语义复核	The Grand Canyon filled me with awe.	大峡谷令我心生敬畏。
word_75abdf4e2b8c	informant	repair	human-semantic-followup	现有完整中文例句与人工语义复核	The police relied on an informant for information.	警方依靠线人提供线索。
word_ff17b1a59230	sob	repair	space_before_punctuation	现有中文例句、本地词条字段及人工语义复核	The child sobbed after losing.	孩子丢了玩具后啜泣起来。
word_66d134bedd7b	visibility	repair	space_before_punctuation	现有中文例句、本地词条字段及人工语义复核	Visibility is poor due.	由于大雾，能见度很差。
word_e8ab83444ab1	veto	repair	space_before_punctuation	现有中文例句、本地词条字段及人工语义复核	The president used his veto to block.	总统动用否决权阻止了该法律。
word_b10a7103aab0	ignorant	repair	unfinished_example,space_before_punctuation	现有中文例句、本地词条字段及人工语义复核	Many people are ignorant of the new law.	许多人对法律无知。
word_1cb4dfb54cf6	sideways	repair	unfinished_example,space_before_punctuation	现有中文例句、本地词条字段及人工语义复核	The car skidded sideways on the ice.	汽车在冰上侧滑。
word_d550272551ed	revolve	repair	space_before_punctuation	现有中文例句、本地词条字段及人工语义复核	The Earth revolves around.	地球围绕太阳旋转。
word_fe22c4db4a43	persistence	repair	human-semantic-followup	现有完整中文例句与人工语义复核	Her persistence paid off in the end.	她的坚持最终得到了回报。
word_727635274570	liberate	repair	space_before_punctuation	现有中文例句、本地词条字段及人工语义复核	The soldiers liberated the prisoners.	士兵们解放了战俘。
word_8030229bacf2	vastly	repair	human-semantic-followup	现有完整中文例句与人工语义复核	The new system is vastly superior to the old one.	新系统比旧系统好得多。
word_6ab1d184277a	escalate	repair	space_before_punctuation	现有中文例句、本地词条字段及人工语义复核	The conflict escalated into.	冲突升级为战争。
word_dcb653f068dd	bathe	repair	space_before_punctuation	现有中文例句、本地词条字段及人工语义复核	I usually bathe before going.	我通常在睡觉前洗澡。
word_2a295fc2ae15	bra	repair	manual-priority-review	现有中文例句、本地词条字段及人工语义复核	She chose a comfortable bra.	她选了一件舒适的胸罩。
word_f460c72fa767	bruise	repair	unfinished_example,space_before_punctuation	现有中文例句、本地词条字段及人工语义复核	He had a bruise on the leg.	他腿上有一处瘀伤。
word_9c145db5ced5	pollutant	repair	space_before_punctuation	现有中文例句、本地词条字段及人工语义复核	Factories release pollutants into.	工厂向空气中排放污染物。
word_789a240c4ef4	ordeal	repair	space_before_punctuation	现有中文例句、本地词条字段及人工语义复核	The interview was an ordeal.	那次面试对他来说是一种煎熬。
word_57b71d7a8dc8	conjure	repair	human-semantic-followup	现有完整中文例句与人工语义复核	She can conjure a rabbit out of a hat.	她能从帽子里变出兔子。
word_11a9c3b108ce	nudge	repair	space_before_punctuation	现有中文例句、本地词条字段及人工语义复核	He nudged me to wake.	他轻推我叫醒我。
word_3d6449ca68ba	offshore	repair	space_before_punctuation	现有中文例句、本地词条字段及人工语义复核	They work on an offshore.	他们在离岸石油钻井平台上工作。
word_bb4e947548d5	pedal	repair	space_before_punctuation	现有中文例句、本地词条字段及人工语义复核	He pressed the pedal to stop.	他踩下踏板停车。
word_2f3243a179d4	gem	repair	manual-priority-review	现有中文例句、本地词条字段及人工语义复核	The jeweller found a rare gem in the box.	珠宝商在盒子里发现了一颗稀有宝石。
word_1754e4765e8d	hawk	repair	human-semantic-followup	现有完整中文例句与人工语义复核	A hawk circled overhead in the sky.	一只鹰在头顶盘旋。
word_4a0f6fad2e07	eve	repair	unfinished_example,manual-priority-review	现有中文例句、本地词条字段及人工语义复核	We had a party on New Year's Eve.	我们在除夕举办了聚会。
word_e04a2cc73e6f	brag	repair	human-semantic-followup	现有完整中文例句与人工语义复核	He bragged about his new car.	他吹嘘自己的新车。
word_a9aa09fca88e	brew	repair	space_before_punctuation	现有中文例句、本地词条字段及人工语义复核	I'll brew some coffee.	我来给大家冲些咖啡。
word_e6d7f98867b1	litter	repair	unfinished_example,space_before_punctuation	现有中文例句、本地词条字段及人工语义复核	Please put your litter in the bin.	请把垃圾扔进垃圾桶。
word_8b5d1f38bfe8	accordance	repair	unfinished_example,space_before_punctuation	现有中文例句、本地词条字段及人工语义复核	The contract was signed in accordance with the new law.	合同是按照法律签署的。
word_37972a34ae77	chill	repair	unfinished_example,space_before_punctuation	现有中文例句、本地词条字段及人工语义复核	There is a chill in the air.	空气中有一丝寒意。
word_f73927a38b74	woe	repair	space_before_punctuation	现有中文例句、本地词条字段及人工语义复核	The economic crisis brought misery.	经济危机带来了痛苦和悲哀。
word_80c18d94f2cc	sting	repair	human-semantic-followup	现有完整中文例句与人工语义复核	A bee stung him on the arm.	一只蜜蜂叮了他的手臂。
word_21371eff0c31	patiently	repair	unfinished_example,space_before_punctuation	现有中文例句、本地词条字段及人工语义复核	She waited patiently for the bus.	她耐心地等公交。
word_32d6e791977d	pod	repair	manual-priority-review	现有中文例句、本地词条字段及人工语义复核	Each coffee pod makes one cup.	每个咖啡胶囊可以冲一杯咖啡。
word_5ed429e84034	lag	repair	space_before_punctuation,manual-priority-review	现有中文例句、本地词条字段及人工语义复核	The video call began to lag.	视频通话开始出现延迟。
word_48b80c22424a	dazzling	repair	space_before_punctuation	现有中文例句、本地词条字段及人工语义复核	The dazzling sunlight made it hard.	耀眼的阳光让人看不清。
word_d4440d83d870	sprint	repair	space_before_punctuation	现有中文例句、本地词条字段及人工语义复核	He sprinted to catch.	他冲刺去赶公交车。
word_34f45adc1d25	lighten	repair	human-semantic-followup	现有完整中文例句与人工语义复核	She lightened her hair with dye.	她用染发剂使头发变浅。
word_e4532ba82ced	brutality	repair	space_before_punctuation	现有中文例句、本地词条字段及人工语义复核	The film depicts the brutality.	这部电影描绘了战争的残酷。
word_86310505fd0a	paranoid	repair	space_before_punctuation	现有中文例句、本地词条字段及人工语义复核	He became paranoid that his colleagues were spying.	他开始疑神疑鬼，觉得同事在监视他。
word_8babd4397cfc	exhale	repair	space_before_punctuation	现有中文例句、本地词条字段及人工语义复核	Please exhale slowly into.	请慢慢向袋子里呼气。
word_079309bf819b	reunite	repair	space_before_punctuation	现有中文例句、本地词条字段及人工语义复核	The family was finally reunited after.	战后这个家庭终于团聚了。
word_dcb4148273d3	chuck	repair	space_before_punctuation	现有中文例句、本地词条字段及人工语义复核	He chucked the old papers into.	他把旧报纸扔进了垃圾桶。
word_a334dd65e7f1	preoccupy	repair	space_before_punctuation	现有中文例句、本地词条字段及人工语义复核	Work problems preoccupy his mind.	工作问题整天占据他的思绪。
word_92620ad35193	thought	repair	space_before_punctuation	现有中文例句、本地词条字段及人工语义复核	I thought about the problem.	我一整天都在思考那个问题。
word_a29d66dcc711	concerning	repair	space_before_punctuation	现有中文例句、本地词条字段及人工语义复核	Please send any questions concerning the report.	请将有关报告的任何问题发送给我。
word_938032bf7e4b	trading	repair	space_before_punctuation	现有中文例句、本地词条字段及人工语义复核	The trading floor was busy.	交易大厅一整天都很繁忙。
word_b27bbc50769f	chopped	repair	human-semantic-followup	现有完整中文例句与人工语义复核	Add the chopped onions to the pan.	将切碎的洋葱放入锅中。
word_ef3414cc4dba	pram	repair	space_before_punctuation	现有中文例句、本地词条字段及人工语义复核	The mother carefully folded the pram before boarding.	母亲在上车前小心地把婴儿车折叠起来。
word_49abeea89e44	unidentified	repair	human-semantic-followup	现有完整中文例句与人工语义复核	An unidentified object was spotted in the sky.	天空中发现了不明物体。
word_7c6cf214b929	inclined	repair	human-semantic-followup	现有完整中文例句与人工语义复核	I am inclined to agree with your view.	我倾向于同意你的看法。
word_d4a7a5effdb4	reasoning	repair	space_before_punctuation	现有中文例句、本地词条字段及人工语义复核	Your reasoning does not make sense.	你的推理对我来说没有意义。
word_417845389612	failed	repair	space_before_punctuation	现有中文例句、本地词条字段及人工语义复核	The failed experiment taught us.	这个失败的实验教会了我们很多。
word_02a53b679012	steering	repair	unfinished_example,space_before_punctuation	现有中文例句、本地词条字段及人工语义复核	The steering wheel is on the left side of the car.	方向盘在汽车的左侧。
word_2e91e11d4baa	outraged	repair	human-semantic-followup	现有完整中文例句与人工语义复核	The citizens were outraged by the new tax.	市民们对新税收感到愤怒。
word_e41e9960179b	filling	repair	space_before_punctuation	现有中文例句、本地词条字段及人工语义复核	I prefer sandwich fillings like cheese.	我喜欢奶酪和火腿这样的三明治馅料。
word_259bbdc209bf	called	repair	unfinished_example	现有中文例句、本地词条字段及人工语义复核	The restaurant is called 'The Golden Dragon'.	那家餐馆叫做‘金龙’。
word_f4cb82e04db8	ran	repair	space_before_punctuation	现有中文例句、本地词条字段及人工语义复核	She ran to catch.	她跑着去赶公交车。
word_7dea41d50533	held	repair	space_before_punctuation	现有中文例句、本地词条字段及人工语义复核	He held the door.	他为她扶着门。
word_1d76adf4c650	bones	repair	human-semantic-followup	现有完整中文例句与人工语义复核	He broke two bones in his arm.	他手臂上断了两根骨头。
word_3c516f7639de	wanted	repair	human-semantic-followup	现有完整中文例句与人工语义复核	I wanted to buy a new car.	我想买一辆新车。
word_c468ea41f289	feet	repair	space_before_punctuation	现有中文例句、本地词条字段及人工语义复核	My feet hurt after walking.	走了一整天,我的脚很疼。
word_daa3b560ea5e	grew	repair	unfinished_example,space_before_punctuation	现有中文例句、本地词条字段及人工语义复核	The plant grew quickly in the sun.	植物在阳光下生长得很快。
word_a8dec811f565	rushed	repair	space_before_punctuation	现有中文例句、本地词条字段及人工语义复核	We rushed to catch.	我们匆忙赶上了公交车。
word_c087aa922afa	meant	repair	space_before_punctuation	现有中文例句、本地词条字段及人工语义复核	What he said meant a lot.	他说的话对我来说意义重大。
word_301994b59ab9	citizens	repair	space_before_punctuation	现有中文例句、本地词条字段及人工语义复核	All citizens must obey.	所有公民都必须遵守法律。
word_14ceda80ca4e	ohio	repair	unfinished_example,space_before_punctuation	现有中文例句、本地词条字段及人工语义复核	She moved to Ohio for a job.	她搬到俄亥俄州找了一份新工作。
word_cd0442026533	becoming	repair	space_before_punctuation	现有中文例句、本地词条字段及人工语义复核	That dress is very becoming.	那条裙子你穿非常合身。
word_724342e02604	teeth	repair	space_before_punctuation	现有中文例句、本地词条字段及人工语义复核	You should brush your teeth twice.	你应该每天刷两次牙。
word_7bdea63d3bd9	refused	repair	unfinished_example,space_before_punctuation	现有中文例句、本地词条字段及人工语义复核	He refused the job offer because of the job.	他因为薪水低拒绝了那份工作邀请。
word_077241c16ed6	agreed	repair	space_before_punctuation	现有中文例句、本地词条字段及人工语义复核	They agreed to meet at 5.	他们同意下午5点见面。
word_dc4866b6dafa	masses	repair	unfinished_example,space_before_punctuation	现有中文例句、本地词条字段及人工语义复核	The masses protested against the new law.	群众抗议新法律。
word_dc2d283a73c1	legislatures	repair	unfinished_example,space_before_punctuation	现有中文例句、本地词条字段及人工语义复核	Many legislatures are debating the new law.	许多立法机关正在辩论这项新法律。
word_da8e1ed1205b	returning	repair	space_before_punctuation	现有中文例句、本地词条字段及人工语义复核	Returning the book late incurs.	晚还书会收取费用。
word_f0b24050608d	wishing	repair	unfinished_example,space_before_punctuation	现有中文例句、本地词条字段及人工语义复核	I am wishing you all the best for your application.	我祝愿你在新工作中一切顺利。
word_67d87ecb03d9	lords	repair	unfinished_example,space_before_punctuation	现有中文例句、本地词条字段及人工语义复核	The lords gathered in the parliament to debate the new law.	勋爵们聚集在议会辩论新法律。
word_e1fa79362376	backgrounder	repair	unfinished_example,space_before_punctuation	现有中文例句、本地词条字段及人工语义复核	The government released a backgrounder on the new law.	政府发布了关于新法律的背景简报。
word_4fca57642ade	hyphen	repair	unfinished_example	现有中文例句、本地词条字段及人工语义复核	Don't forget to use a hyphen when writing compound words like 'well-known'.	写复合词如'well-known'时别忘了用连字符。
word_ad5015a06d2a	pitchman	repair	space_before_punctuation	现有中文例句、本地词条字段及人工语义复核	The pitchman demonstrated the kitchen gadget.	推销员在电视上演示了厨房小工具。
word_4a316043bcec	unusable	repair	space_before_punctuation	现有中文例句、本地词条字段及人工语义复核	The printer is unusable because it is out.	这台打印机无法使用,因为没墨了。
word_94af67700f69	crescent	repair	human-semantic-followup	现有完整中文例句与人工语义复核	A crescent moon hung in the sky.	一弯新月挂在天空。
word_2ea802eeb448	ascend	repair	space_before_punctuation	现有中文例句、本地词条字段及人工语义复核	We watched the hot air balloon ascend into.	我们看着热气球升上天空。
word_1552f59d213e	hospitable	repair	space_before_punctuation	现有中文例句、本地词条字段及人工语义复核	The locals were very hospitable.	当地人对我们非常热情好客。
word_4376b763ecd5	infringe	repair	space_before_punctuation	现有中文例句、本地词条字段及人工语义复核	Using a trademark without permission infringes.	未经许可使用商标是侵犯法律的行为。
word_e53bc4718a68	ethoxyethane	repair	unfinished_example,space_before_punctuation	现有中文例句、本地词条字段及人工语义复核	Ethoxyethane is a common solvent in the laboratory.	乙醚是实验室中的常见溶剂。
word_394568bd2908	shopwindow	repair	space_before_punctuation	现有中文例句、本地词条字段及人工语义复核	The mannequin in the shopwindow caught.	商店橱窗里的模特吸引了她的目光。
word_556d4348368a	abash	repair	human-semantic-followup	现有完整中文例句与人工语义复核	The compliment did not abash her at all.	这句夸奖完全没有让她感到难为情。
word_cf394df427ab	abstruse	repair	space_before_punctuation	现有中文例句、本地词条字段及人工语义复核	The professor's lecture on quantum theory was too abstruse.	教授关于量子理论的讲座对我来说太深奥了。
word_4c8da3776672	acclimate	repair	unfinished_example,space_before_punctuation	现有中文例句、本地词条字段及人工语义复核	It takes time to acclimate to a job.	适应新工作需要时间。
word_9bd88275e46b	adrift	repair	space_before_punctuation	现有中文例句、本地词条字段及人工语义复核	He felt adrift after losing.	他失业后感到漂泊无依。
word_gt10500_09910	electrician	repair	generic_example_cn	现有中文例句、本地词条字段及人工语义复核	The landlord sent an electrician to fix the wiring.	房东派了一名电工来修理线路。
word_gt10500_09911	workload	repair	generic_example_cn	现有中文例句、本地词条字段及人工语义复核	Due to the new project, my workload has doubled this month, and I need to work overtime.	由于新项目，我这个月的工作量翻了一番，需要加班。
word_gt10500_09912	overdraft	repair	generic_example_cn	现有中文例句、本地词条字段及人工语义复核	My bank approved a $500 overdraft facility for my current account to cover unexpected expenses.	银行批准了我活期账户500美元的透支额度，以支付意外开支。
word_gt10500_09913	unsatisfactory	repair	generic_example_cn	现有中文例句、本地词条字段及人工语义复核	The repair was unsatisfactory, so I requested a refund.	维修结果不能令人满意，所以我要求退款。
word_gt10500_09914	rectify	repair	generic_example_cn	现有中文例句、本地词条字段及人工语义复核	I am writing to request that you rectify the billing error in my latest invoice as soon as possible.	我写信请求你们尽快纠正最新发票中的账单错误。
word_gt10500_09915	tenancy	repair	generic_example_cn	现有中文例句、本地词条字段及人工语义复核	The tenancy agreement states that we must give two months' notice before moving.	租赁协议规定，我们搬走前必须提前两个月通知。
word_gt10500_09916	boiler	repair	generic_example_cn,manual-priority-review	现有中文例句、本地词条字段及人工语义复核	The boiler broke down last winter, so the landlord replaced it.	锅炉去年冬天坏了，因此房东更换了它。
word_gt10500_09917	redundancy	repair	generic_example_cn	现有中文例句、本地词条字段及人工语义复核	After the company announced redundancies, many employees started looking for new jobs.	公司宣布裁员后，许多员工开始寻找新工作。
word_gt10500_09920	verification	repair	generic_example_cn	现有中文例句、本地词条字段及人工语义复核	Identity verification takes two working days.	身份核验需要两个工作日。
word_gt10500_09921	rota	repair	generic_example_cn	现有中文例句、本地词条字段及人工语义复核	I prefer the early shift on the rota, but my colleague wants to swap.	我更喜欢值班表上的早班，但同事想和我换班。
word_gt10500_09922	arrears	repair	generic_example_cn	现有中文例句、本地词条字段及人工语义复核	If you fail to pay rent for three months, you will be in arrears and risk eviction.	如果连续三个月不交房租，你将拖欠租金并面临被驱逐的风险。
word_gt10500_09923	clarification	repair	generic_example_cn	现有中文例句、本地词条字段及人工语义复核	Could you provide clarification on the payment terms mentioned in your letter?	你能否说明信中提到的付款条款？
word_gt10500_09924	roadworks	repair	generic_example_cn	现有中文例句、本地词条字段及人工语义复核	Roadworks on the M25 caused a two-hour delay this morning.	M25高速公路的道路施工今天早上造成了两小时延误。
word_gt10500_09926	owing	repair	generic_example_cn	现有中文例句、本地词条字段及人工语义复核	The event was cancelled owing to bad weather.	活动因天气恶劣而取消。
word_gt10500_09927	leasehold	repair	generic_example_cn	现有中文例句、本地词条字段及人工语义复核	The flat is sold as leasehold, not freehold.	这套公寓以租赁产权出售，而不是永久产权。
word_gt10500_09928	freehold	repair	generic_example_cn	现有中文例句、本地词条字段及人工语义复核	The house is freehold, so you own both the building and the land.	这套房屋是永久产权，因此房屋和土地都归你所有。
word_gt10500_09929	mould	repair	generic_example_cn	现有中文例句、本地词条字段及人工语义复核	Black mould has appeared on the bathroom ceiling, and the landlord must arrange for its removal.	浴室天花板出现了黑霉，房东必须安排清除。
word_gt10500_09930	eviction	repair	generic_example_cn	现有中文例句、本地词条字段及人工语义复核	Eviction can follow repeated late rent payments.	多次迟交房租可能导致被驱逐。
word_gt10500_09931	groundwork	repair	generic_example_cn	现有中文例句、本地词条字段及人工语义复核	Groundwork for the extension starts on Monday.	扩建工程的基础施工星期一开始。
word_gt10500_09932	refurbish	repair	generic_example_cn	现有中文例句、本地词条字段及人工语义复核	The council decided to refurbish the community center to make it more energy-efficient.	市政委员会决定翻新社区中心，提高其能源效率。
word_gt10500_09934	paternity	repair	generic_example_cn	现有中文例句、本地词条字段及人工语义复核	He applied for two weeks of paternity leave.	他申请了两周陪产假。
word_gt10500_09935	sicknote	repair	generic_example_cn	现有中文例句、本地词条字段及人工语义复核	Upload your sicknote within three days.	请在三天内上传病假条。
word_gt10500_09936	standingorder	repair	generic_example_cn	现有中文例句、本地词条字段及人工语义复核	Rent is paid by standing order on the first.	房租通过定期转账在每月一日支付。
word_gt10500_09937	directdebit	repair	generic_example_cn	现有中文例句、本地词条字段及人工语义复核	Set up a direct debit for the gym membership.	请为健身房会员费设置直接借记。
word_gt10500_09942	follow-up	repair	generic_example_cn	现有中文例句、本地词条字段及人工语义复核	A follow-up email will confirm the booking.	后续电子邮件将确认预订。
word_gt10500_09943	notwithstanding	repair	generic_example_cn	现有中文例句、本地词条字段及人工语义复核	Notwithstanding the delay, the event went ahead.	尽管有所延误，活动仍按计划举行。
word_gt10500_09944	henceforth	repair	generic_example_cn	现有中文例句、本地词条字段及人工语义复核	Henceforth, bookings must be made online.	今后必须在网上预订。
word_gt10500_09946	rationing	repair	space_before_punctuation	现有中文例句、本地词条字段及人工语义复核	During the drought, the government introduced water rationing, limiting each household to 100 liters.	干旱期间政府实行了用水配给，每户每天限量100升。
word_gt10500_10001	nameplate	repair	unfinished_example	现有中文例句、本地词条字段及人工语义复核	The nameplate on the office door read 'Dr. Smith, Dentist'.	办公室门上的门牌写着‘史密斯医生，牙医’。
word_gt10500_10008	cutoff	repair	space_before_punctuation	现有中文例句、本地词条字段及人工语义复核	The bank's cutoff for same-day transfers is 3.	银行的当日转账截止时间是下午3点。
word_gt10500_10015	caravan	repair	space_before_punctuation	现有中文例句、本地词条字段及人工语义复核	We rented a caravan and spent the weekend by the seaside, cooking and sleeping.	我们租了一辆旅行拖车，在海边度过周末，在里面做饭睡觉。
word_gt10500_10048	outnumber	repair	space_before_punctuation	现有中文例句、本地词条字段及人工语义复核	In our English class, international students outnumber locals two.	在我们的英语课上，国际学生以二比一的数量超过本地学生。
word_gt10500_10050	payload	repair	obvious_translation_mismatch,number_mismatch,manual-priority-review	现有中文例句、本地词条字段及人工语义复核	The truck's payload capacity is 10 tons, suitable for heavy cargo transport.	这辆卡车的有效载荷为10吨，适合运输重型货物。
word_gt10500_10053	dayshift	repair	space_before_punctuation	现有中文例句、本地词条字段及人工语义复核	I work the dayshift from 8 a.m. to 4.	我上白班，从早上8点到下午4点。
word_gt10500_10092	subdirectory	repair	unfinished_example	现有中文例句、本地词条字段及人工语义复核	I saved the work file in a subdirectory named 'Projects'.	我把工作文件保存在名为“项目”的子目录里。
word_gt10500_10097	flexitime	repair	space_before_punctuation	现有中文例句、本地词条字段及人工语义复核	Our company offers flexitime, so I can start at 7 a.m. and leave at 3.	我们公司提供弹性工作时间，所以我可以早上7点上班，下午3点下班。
word_gt10500_10102	penaltyclause	repair	space_before_punctuation	现有中文例句、本地词条字段及人工语义复核	The lease includes a penalty clause for late rent payments of $50.	租赁合同中包含逾期支付租金的惩罚条款，每天50美元。
word_gt10500_10122	tramcar	repair	space_before_punctuation	现有中文例句、本地词条字段及人工语义复核	I take the tramcar to work every morning because it's cheaper than.	我每天早上乘有轨电车上班，因为它比公交车便宜。
word_gt10500_10161	drycleaner	repair	unfinished_example	现有中文例句、本地词条字段及人工语义复核	I took my wool coat to the drycleaner because the label says 'dry clean only'.	我把羊毛大衣拿到干洗店，因为标签上写着‘仅限干洗’。
word_gt10500_10163	triplicate	repair	space_before_punctuation	现有中文例句、本地词条字段及人工语义复核	The bank requires the application form to be submitted in triplicate: two copies for them and one.	银行要求申请表一式三份提交：两份给他们，一份给你。
word_gt10500_10177	porridge	repair	space_before_punctuation	现有中文例句、本地词条字段及人工语义复核	In winter, I prefer warm porridge with honey and nuts to start.	冬天，我喜欢以加蜂蜜和坚果的热粥开始新的一天。
word_gt10500_10205	weekendshift	repair	space_before_punctuation	现有中文例句、本地词条字段及人工语义复核	The weekendshift pays extra, so many employees volunteer.	周末班工资更高，所以很多员工自愿报名。
word_gt10500_10332	prefecture	repair	unfinished_example,space_before_punctuation	现有中文例句、本地词条字段及人工语义复核	I will be moving to Osaka prefecture next month for a job.	下个月我将搬到大阪府开始新工作。
