priority	id	word	categories	disposition	evidence
P2	word_a7df296f3819	register	definition_equals_meaning,definition_chinese_only,meaning_detailed_not_expanded	defer	登记；注册
P2	word_30a52d767296	keen	definition_equals_meaning,definition_chinese_only,meaning_detailed_not_expanded	defer	热衷的，敏锐的
P1	word_1a64b4eabe46	desert	meaning_too_thin,definition_equals_meaning,definition_chinese_only,meaning_detailed_not_expanded,duplicate_template_example	defer	沙漠 | 同骨架出现9次
P1	word_c4d532a55e9b	mr	meaning_too_thin,definition_equals_meaning,definition_chinese_only,missing_meaning_detailed,generic_meaning_detail,truncated_headword	defer	先生 | meaningDetailedZh为空 | “mr”常见含义为：先生。
P2	word_308ddd72f8f1	appoint	definition_equals_meaning,definition_chinese_only,missing_meaning_detailed,generic_meaning_detail	defer	任命，指定 | meaningDetailedZh为空 | “appoint”常见含义为：任命，指定。
P2	word_7283d52b3792	recipient	definition_equals_meaning,definition_chinese_only,missing_meaning_detailed,generic_meaning_detail,multi_meaning_without_structured_senses,multi_meaning_without_quiz_senses,duplicate_template_example	defer	接受者；收件人 | meaningDetailedZh为空 | “recipient”常见含义为：接受者；收件人。
P2	word_f28299ccc743	refresher	definition_equals_meaning,definition_chinese_only,missing_meaning_detailed,multi_meaning_without_structured_senses	defer	提神物；帮助记忆的东西或人；补习课程 | meaningDetailedZh为空
P2	word_f00600a7db97	closely	definition_equals_meaning,definition_chinese_only,meaning_detailed_not_expanded,duplicate_template_example	defer	紧密地；密切地 | 同骨架出现19次
P2	word_90ea1100f5f8	present	definition_equals_meaning,definition_chinese_only,meaning_detailed_not_expanded	defer	当前的；礼物；呈现
P2	word_9b468b1573df	reaction	definition_equals_meaning,definition_chinese_only,meaning_detailed_not_expanded,duplicate_template_example	defer	反应；回应 | 同骨架出现8次
P2	word_9cb11d2ef606	originally	definition_equals_meaning,definition_chinese_only,meaning_detailed_not_expanded	defer	起初；原来
P1	word_23f9d52c7dc6	goose	meaning_too_thin,definition_equals_meaning,definition_chinese_only,missing_meaning_detailed,generic_meaning_detail	defer	鹅 | meaningDetailedZh为空 | “goose”常见含义为：鹅。
P2	word_ba76de857dba	teach	definition_equals_meaning,definition_chinese_only,meaning_detailed_not_expanded	defer	教；教授
P2	word_5ee25c412de6	socialist	definition_equals_meaning,definition_chinese_only,missing_meaning_detailed,generic_meaning_detail,multi_meaning_without_structured_senses,duplicate_template_example	defer	社会主义的；社会主义者 | meaningDetailedZh为空 | “socialist”常见含义为：社会主义的；社会主义者。
P2	word_99df6c6b841d	sure	definition_equals_meaning,definition_chinese_only,missing_meaning_detailed,generic_meaning_detail,multi_meaning_without_structured_senses,multi_meaning_without_quiz_senses	defer	肯定的；确信的 | meaningDetailedZh为空 | “sure”常见含义为：肯定的；确信的。
P2	word_53cc2586b6ac	resistance	definition_chinese_only,meaning_detailed_not_expanded	defer	抵抗；阻力 | 抵抗；抵制；阻力；抗性
P2	word_0c78136ed745	migrate	definition_equals_meaning,definition_chinese_only,meaning_detailed_not_expanded,duplicate_template_example	defer	迁移；迁徙 | 同骨架出现6次
P2	word_45b166c6d7a6	train	definition_equals_meaning,definition_chinese_only,meaning_detailed_not_expanded	defer	火车；训练
P2	word_4ffebe52e80d	threshold	definition_equals_meaning,definition_chinese_only,meaning_detailed_not_expanded	defer	门槛；临界点
P1	word_e5d6f4a067e4	replace	meaning_too_thin,definition_equals_meaning,definition_chinese_only,meaning_detailed_not_expanded	defer	替换
P2	word_8f1c8e898a41	invention	definition_equals_meaning,definition_chinese_only,meaning_detailed_not_expanded	defer	发明；发明物
P2	word_240f45f4ef75	necessary	definition_equals_meaning,definition_chinese_only,meaning_detailed_not_expanded	defer	必要的
P1	word_aaad0d7dbdaf	car	meaning_too_thin,definition_equals_meaning,definition_chinese_only,missing_meaning_detailed,generic_meaning_detail	defer	汽车 | meaningDetailedZh为空 | “car”常见含义为：汽车。
P2	word_830f249fbc8f	sufficient	definition_equals_meaning,definition_chinese_only,meaning_detailed_not_expanded,duplicate_template_example	defer	足够的 | 同骨架出现13次
P2	word_93acd1b7bf58	interpret	definition_equals_meaning,definition_chinese_only,meaning_detailed_not_expanded	defer	解释；口译
P1	word_e8c6d8a819af	drawer	meaning_too_thin,definition_equals_meaning,definition_chinese_only,missing_meaning_detailed,generic_meaning_detail	defer	抽屉 | meaningDetailedZh为空 | “drawer”常见含义为：抽屉。
P2	word_3a7555595a12	nephew	definition_equals_meaning,definition_chinese_only,missing_meaning_detailed,generic_meaning_detail,multi_meaning_without_structured_senses,multi_meaning_without_quiz_senses,duplicate_template_example	defer	侄子；外甥 | meaningDetailedZh为空 | “nephew”常见含义为：侄子；外甥。
P1	word_5f3d78569c27	mile	meaning_too_thin,definition_equals_meaning,definition_chinese_only,missing_meaning_detailed,generic_meaning_detail	defer	英里 | meaningDetailedZh为空 | “mile”常见含义为：英里。
P2	word_4c9160060a12	zone	definition_equals_meaning,definition_chinese_only,meaning_detailed_not_expanded	defer	区域；地带
P1	word_1566489d455d	threat	meaning_too_thin,definition_equals_meaning,definition_chinese_only,meaning_detailed_not_expanded,duplicate_template_example	defer	威胁 | 同骨架出现23次
P1	word_4fd61ae178e7	congratulate	meaning_too_thin,definition_equals_meaning,definition_chinese_only,missing_meaning_detailed,generic_meaning_detail	defer	祝贺 | meaningDetailedZh为空 | “congratulate”常见含义为：祝贺。
P2	word_2eb5b5f51d9f	geography	definition_equals_meaning,definition_chinese_only,meaning_detailed_not_expanded,duplicate_template_example	defer	地理，地理学 | 同骨架出现17次
P2	word_96add4263d41	cushion	definition_equals_meaning,definition_chinese_only,missing_meaning_detailed,generic_meaning_detail,multi_meaning_without_structured_senses,multi_meaning_without_quiz_senses,duplicate_template_example	defer	垫子；缓冲；缓和 | meaningDetailedZh为空 | “cushion”常见含义为：垫子；缓冲；缓和。
P1	word_58b7ac6e591f	remind	meaning_too_thin,definition_equals_meaning,definition_chinese_only,missing_meaning_detailed,generic_meaning_detail	defer	提醒 | meaningDetailedZh为空 | “remind”常见含义为：提醒。
P2	word_23d41bb46778	fault	definition_equals_meaning,definition_chinese_only,meaning_detailed_not_expanded	defer	错误；故障
P2	word_120f2628214b	wipe	definition_equals_meaning,definition_chinese_only,missing_meaning_detailed,generic_meaning_detail,multi_meaning_without_structured_senses,multi_meaning_without_quiz_senses,duplicate_template_example	defer	擦；抹 | meaningDetailedZh为空 | “wipe”常见含义为：擦；抹。
P2	word_231c28406ff1	optimal	definition_equals_meaning,definition_chinese_only,meaning_detailed_not_expanded,duplicate_template_example	defer	最优的 | 同骨架出现6次
P1	word_baee66b686f1	daughter	meaning_too_thin,definition_equals_meaning,definition_chinese_only,missing_meaning_detailed,generic_meaning_detail	defer	女儿 | meaningDetailedZh为空 | “daughter”常见含义为：女儿。
P1	word_f4bf265957a0	disappear	meaning_too_thin,definition_equals_meaning,definition_chinese_only,meaning_detailed_not_expanded	defer	消失
P2	word_f0bd2c9d1996	deed	definition_equals_meaning,definition_chinese_only,missing_meaning_detailed,generic_meaning_detail,multi_meaning_without_structured_senses,duplicate_template_example	defer	行为；契约 | meaningDetailedZh为空 | “deed”常见含义为：行为；契约。
P2	word_a3d2d6cc1826	beautiful	definition_equals_meaning,definition_chinese_only,meaning_detailed_not_expanded,duplicate_template_example	defer	美丽的 | 同骨架出现34次
P2	word_5f88bb102915	goal	definition_equals_meaning,definition_chinese_only,meaning_detailed_not_expanded	defer	目标，目的，球门
P2	word_977a200d8323	fat	definition_equals_meaning,definition_chinese_only,meaning_detailed_not_expanded	defer	肥胖的；脂肪
P2	word_623cab83f8bf	bite	meaning_detailed_not_expanded	defer	咬；咬伤；一口；（寒冷）刺痛
P1	word_0c8b39e9320f	elbow	meaning_too_thin,definition_equals_meaning,definition_chinese_only,missing_meaning_detailed,generic_meaning_detail	defer	肘部 | meaningDetailedZh为空 | “elbow”常见含义为：肘部。
P2	word_348e67d27ca8	sunday	definition_equals_meaning,definition_chinese_only,missing_meaning_detailed,generic_meaning_detail	defer	星期天 | meaningDetailedZh为空 | “sunday”常见含义为：星期天。
P2	word_05a0566938c7	sensible	definition_equals_meaning,definition_chinese_only,meaning_detailed_not_expanded	defer	明智的；合理的
P2	word_70bf612aa240	legend	definition_equals_meaning,definition_chinese_only,meaning_detailed_not_expanded	defer	传说；传奇人物
P2	word_254739eebec5	classic	definition_equals_meaning,definition_chinese_only,meaning_detailed_not_expanded	defer	经典的；典型
P2	word_b0a0e6b94e44	subsequent	definition_equals_meaning,definition_chinese_only,meaning_detailed_not_expanded	defer	随后的；后来的
P2	word_6546fd94944e	why	definition_equals_meaning,definition_chinese_only,meaning_detailed_not_expanded	defer	为什么
P2	word_93d85d4c8a80	unique	definition_equals_meaning,definition_chinese_only,meaning_detailed_not_expanded,duplicate_template_example	defer	独特的 | 同骨架出现55次
P1	word_24d5f91bb9af	conflict	meaning_too_thin,definition_equals_meaning,definition_chinese_only,meaning_detailed_not_expanded	defer	冲突
P2	word_3c0aae0bd879	organ	definition_equals_meaning,definition_chinese_only,missing_meaning_detailed,generic_meaning_detail,multi_meaning_without_structured_senses,multi_meaning_without_quiz_senses,duplicate_template_example	defer	器官；机构；风琴 | meaningDetailedZh为空 | “organ”常见含义为：器官；机构；风琴。
P2	word_51c3612cd967	achievement	definition_chinese_only,meaning_detailed_not_expanded	defer	成就，成绩 | 成就；成绩；实现
P1	word_9059b6585609	gland	meaning_too_thin,definition_equals_meaning,definition_chinese_only,missing_meaning_detailed,generic_meaning_detail,duplicate_template_example	defer	腺体 | meaningDetailedZh为空 | “gland”常见含义为：腺体。
P1	word_8339f47c89cb	seventeen	meaning_too_thin,definition_equals_meaning,definition_chinese_only,missing_meaning_detailed,generic_meaning_detail	defer	十七 | meaningDetailedZh为空 | “seventeen”常见含义为：十七。
P2	word_a26256dc0069	agency	definition_equals_meaning,definition_chinese_only,meaning_detailed_not_expanded	defer	机构；代理处
P2	word_fb2ce7e99c06	dose	definition_equals_meaning,definition_chinese_only,missing_meaning_detailed,generic_meaning_detail,duplicate_template_example	defer	（药物）剂量 | meaningDetailedZh为空 | “dose”常见含义为：（药物）剂量。
P2	word_9cfc3fae2b7c	probably	definition_equals_meaning,definition_chinese_only,meaning_detailed_not_expanded	defer	很可能
P1	word_07b85a6681ff	pronunciation	meaning_too_thin,definition_equals_meaning,definition_chinese_only,meaning_detailed_not_expanded,duplicate_template_example	defer	发音 | 同骨架出现22次
P1	word_e37928b8eccf	headquarter	meaning_too_thin,definition_equals_meaning,definition_chinese_only,missing_meaning_detailed,generic_meaning_detail	defer	总部 | meaningDetailedZh为空 | “headquarter”常见含义为：总部。
P2	word_7106b6139783	reform	definition_equals_meaning,definition_chinese_only,meaning_detailed_not_expanded,duplicate_template_example	defer	改革；改进 | 同骨架出现173次
P2	word_bac8ab9f4568	accountant	definition_equals_meaning,definition_chinese_only,meaning_detailed_not_expanded	defer	会计师
P2	word_55b1cee0299e	reasonably	definition_equals_meaning,definition_chinese_only,meaning_detailed_not_expanded,duplicate_template_example	defer	合理地；相当 | 同骨架出现55次
P2	word_6802d50996b4	leader	definition_equals_meaning,definition_chinese_only,meaning_detailed_not_expanded,duplicate_template_example	defer	领导者 | 同骨架出现6次
P1	word_607f6be103c8	description	meaning_too_thin,definition_equals_meaning,definition_chinese_only,meaning_detailed_not_expanded	defer	描述
P1	word_1cfa1028ed5c	needle	meaning_too_thin,definition_equals_meaning,definition_chinese_only,missing_meaning_detailed,generic_meaning_detail,duplicate_template_example	defer	针 | meaningDetailedZh为空 | “needle”常见含义为：针。
P1	word_9b4551687a3a	quantify	meaning_too_thin,definition_equals_meaning,definition_chinese_only,meaning_detailed_not_expanded	defer	量化
P2	word_83994df47bee	misjudge	definition_chinese_only,missing_meaning_detailed	defer	t. 判断错误 | meaningDetailedZh为空
P2	word_ab7007076c47	gold	definition_equals_meaning,definition_chinese_only,missing_meaning_detailed,generic_meaning_detail	defer	金子，金色的 | meaningDetailedZh为空 | “gold”常见含义为：金子，金色的。
P2	word_57b652d9b3e2	item	definition_equals_meaning,definition_chinese_only,meaning_detailed_not_expanded	defer	物品；项目
P2	word_91a51ec0d331	god	meaning_detailed_not_expanded,multi_meaning_without_structured_senses,multi_meaning_without_quiz_senses	defer	神；上帝
P2	word_77dd1a156105	funny	definition_equals_meaning,definition_chinese_only,missing_meaning_detailed,generic_meaning_detail,multi_meaning_without_structured_senses,multi_meaning_without_quiz_senses	defer	有趣的；滑稽的 | meaningDetailedZh为空 | “funny”常见含义为：有趣的；滑稽的。
P2	word_0e3fa64679cd	bell	definition_equals_meaning,definition_chinese_only,missing_meaning_detailed,generic_meaning_detail,duplicate_template_example	defer	钟，铃 | meaningDetailedZh为空 | “bell”常见含义为：钟，铃。
P1	word_b559a461f9c0	bookstore	meaning_too_thin,definition_equals_meaning,definition_chinese_only,missing_meaning_detailed,generic_meaning_detail	defer	书店 | meaningDetailedZh为空 | “bookstore”常见含义为：书店。
P2	word_864325dc8bbf	visual	definition_equals_meaning,definition_chinese_only,meaning_detailed_not_expanded,duplicate_template_example	defer	视觉的；看到的 | 同骨架出现7次
P1	word_3bbcbf93e07b	depth	meaning_too_thin,definition_equals_meaning,definition_chinese_only,missing_meaning_detailed,generic_meaning_detail	defer	深度 | meaningDetailedZh为空 | “depth”常见含义为：深度。
P2	word_64ec6cd458d5	determinant	definition_equals_meaning,definition_chinese_only,meaning_detailed_not_expanded	defer	决定因素
P2	word_0cefc1ba5403	capital	definition_equals_meaning,definition_chinese_only,meaning_detailed_not_expanded	defer	首都；资本
P2	word_ee89d601de12	novel	definition_equals_meaning,definition_chinese_only,meaning_detailed_not_expanded,duplicate_template_example	defer	新颖的；小说 | 同骨架出现32次
P1	word_cabe84457722	calculation	meaning_too_thin,definition_equals_meaning,definition_chinese_only,meaning_detailed_not_expanded,duplicate_template_example	defer	计算 | 同骨架出现32次
P2	word_c68f4a54d913	leadership	definition_equals_meaning,definition_chinese_only,meaning_detailed_not_expanded	defer	领导力
P1	word_ba27bdde3cb4	population	meaning_too_thin,definition_equals_meaning,definition_chinese_only,meaning_detailed_not_expanded	defer	人口
P2	word_4d50f4342dc7	swear	definition_equals_meaning,definition_chinese_only,missing_meaning_detailed,generic_meaning_detail,multi_meaning_without_structured_senses,multi_meaning_without_quiz_senses	defer	发誓；咒骂 | meaningDetailedZh为空 | “swear”常见含义为：发誓；咒骂。
P1	word_60279cdcf34c	tower	meaning_too_thin,definition_equals_meaning,definition_chinese_only,missing_meaning_detailed,generic_meaning_detail	defer	塔 | meaningDetailedZh为空 | “tower”常见含义为：塔。
P2	word_0d090f34fa10	client	definition_equals_meaning,definition_chinese_only,meaning_detailed_not_expanded,duplicate_template_example	defer	客户；委托人 | 同骨架出现10次
P2	word_45afeedc4e7d	attribute	definition_equals_meaning,definition_chinese_only,meaning_detailed_not_expanded	defer	归因于
P2	word_601abda828b0	journal	definition_equals_meaning,definition_chinese_only,meaning_detailed_not_expanded,duplicate_template_example	defer	期刊；日记 | 同骨架出现4次
P2	word_7ce2f41fd5e6	extraordinary	definition_equals_meaning,definition_chinese_only,meaning_detailed_not_expanded	defer	非凡的
P2	word_36f45f4cac5e	name	definition_equals_meaning,definition_chinese_only,missing_meaning_detailed,generic_meaning_detail,multi_meaning_without_structured_senses,multi_meaning_without_quiz_senses,duplicate_template_example	defer	名字；命名 | meaningDetailedZh为空 | “name”常见含义为：名字；命名。
P2	word_06735c909b4a	conceptual	definition_equals_meaning,definition_chinese_only,meaning_detailed_not_expanded,duplicate_template_example	defer	概念的；观念上的 | 同骨架出现35次
P2	word_c3e5bb94d2d2	inconvenience	definition_equals_meaning,definition_chinese_only,missing_meaning_detailed,generic_meaning_detail,multi_meaning_without_structured_senses,multi_meaning_without_quiz_senses	defer	不便；麻烦 | meaningDetailedZh为空 | “inconvenience”常见含义为：不便；麻烦。
P2	word_65d56daf65fd	freezer	definition_equals_meaning,definition_chinese_only,missing_meaning_detailed,generic_meaning_detail,multi_meaning_without_structured_senses,multi_meaning_without_quiz_senses	defer	冰柜；冷冻室 | meaningDetailedZh为空 | “freezer”常见含义为：冰柜；冷冻室。
P1	word_91e062819328	shout	meaning_too_thin,definition_equals_meaning,definition_chinese_only,missing_meaning_detailed,generic_meaning_detail	defer	喊叫 | meaningDetailedZh为空 | “shout”常见含义为：喊叫。
P2	word_ff24452a476f	eco-friendly	definition_equals_meaning,definition_chinese_only,missing_meaning_detailed	defer	环保的 | meaningDetailedZh为空
P2	word_6cca4220b2c8	grandma	definition_equals_meaning,definition_chinese_only,missing_meaning_detailed,generic_meaning_detail,multi_meaning_without_structured_senses,multi_meaning_without_quiz_senses	defer	奶奶；外婆 | meaningDetailedZh为空 | “grandma”常见含义为：奶奶；外婆。
P1	word_aaa4bd9c127a	moon	meaning_too_thin,definition_equals_meaning,definition_chinese_only,missing_meaning_detailed,generic_meaning_detail,duplicate_template_example	defer	月亮 | meaningDetailedZh为空 | “moon”常见含义为：月亮。
P2	word_b66babfa0b25	imperial	definition_equals_meaning,definition_chinese_only,missing_meaning_detailed,generic_meaning_detail,multi_meaning_without_structured_senses,duplicate_template_example	defer	帝国的；英制的 | meaningDetailedZh为空 | “imperial”常见含义为：帝国的；英制的。
P2	word_f6871529900f	fluent	definition_equals_meaning,definition_chinese_only,meaning_detailed_not_expanded	defer	流利的
P1	word_37f985dfe1a5	problem	meaning_too_thin,definition_equals_meaning,definition_chinese_only,missing_meaning_detailed,generic_meaning_detail	defer	问题 | meaningDetailedZh为空 | “problem”常见含义为：问题。
P2	word_7db4c94e5cce	scan	definition_equals_meaning,definition_chinese_only,meaning_detailed_not_expanded	defer	扫描；浏览
P2	word_f4462fda6c99	pressure	definition_equals_meaning,definition_chinese_only,meaning_detailed_not_expanded	defer	压力；压强
P2	word_d90178f65672	swell	definition_equals_meaning,definition_chinese_only,missing_meaning_detailed,generic_meaning_detail,multi_meaning_without_structured_senses,multi_meaning_without_quiz_senses	defer	膨胀；肿胀；增加 | meaningDetailedZh为空 | “swell”常见含义为：膨胀；肿胀；增加。
P2	word_720ad908c80f	residential	definition_equals_meaning,definition_chinese_only,meaning_detailed_not_expanded,duplicate_template_example	defer	住宅的；居住的 | 同骨架出现30次
P2	word_ba4d8f65aefb	middle	definition_equals_meaning,definition_chinese_only,meaning_detailed_not_expanded	defer	中间；中间的
P1	word_8cf9ff3c4582	should	meaning_too_thin,definition_equals_meaning,definition_chinese_only,missing_meaning_detailed,generic_meaning_detail,duplicate_template_example	defer	应该 | meaningDetailedZh为空 | “should”常见含义为：应该。
P2	word_7c325cd983d3	responsibility	definition_chinese_only,meaning_detailed_not_expanded,duplicate_template_example	defer	责任 | 责任；职责；义务 | 同骨架出现26次
P2	word_bfad4b670967	identification	definition_equals_meaning,definition_chinese_only,meaning_detailed_not_expanded	defer	鉴定，身份证明
P2	word_d2e39bd1de79	validity	definition_equals_meaning,definition_chinese_only,meaning_detailed_not_expanded	defer	有效性
P1	word_79669e6d87d3	flag	meaning_too_thin,definition_equals_meaning,definition_chinese_only,missing_meaning_detailed,generic_meaning_detail	defer	旗帜 | meaningDetailedZh为空 | “flag”常见含义为：旗帜。
P2	word_c33152910a71	appropriate	definition_equals_meaning,definition_chinese_only,meaning_detailed_not_expanded,duplicate_template_example	defer	适当的 | 同骨架出现6次
P2	word_20361e21aab1	careless	definition_equals_meaning,definition_chinese_only,missing_meaning_detailed,generic_meaning_detail	defer	粗心的 | meaningDetailedZh为空 | “careless”常见含义为：粗心的。
P2	word_4c32e7137137	reconstruct	definition_equals_meaning,definition_chinese_only,meaning_detailed_not_expanded	defer	重建；重建
P1	word_f0a499e1be55	nor	meaning_too_thin,definition_equals_meaning,definition_chinese_only,missing_meaning_detailed,generic_meaning_detail	defer	也不 | meaningDetailedZh为空 | “nor”常见含义为：也不。
P2	word_4efc175d953b	express	definition_equals_meaning,definition_chinese_only,meaning_detailed_not_expanded	defer	表达；表示
P2	word_74e6f52482bd	mobile	definition_equals_meaning,definition_chinese_only,meaning_detailed_not_expanded	defer	移动的；手机
P2	word_a0b9a9aeb03c	content	definition_equals_meaning,definition_chinese_only,meaning_detailed_not_expanded,duplicate_template_example	defer	内容；目录 | 同骨架出现21次
P1	word_15613c2177c1	weapon	meaning_too_thin,definition_equals_meaning,definition_chinese_only,missing_meaning_detailed,generic_meaning_detail,duplicate_template_example	defer	武器 | meaningDetailedZh为空 | “weapon”常见含义为：武器。
P2	word_16873cfcccd5	reader	definition_equals_meaning,definition_chinese_only,meaning_detailed_not_expanded,duplicate_template_example	defer	读者；读物 | 同骨架出现26次
P2	word_2e4dc3aaedc8	lightly	definition_equals_meaning,definition_chinese_only,missing_meaning_detailed,generic_meaning_detail	defer	轻轻地，轻微地 | meaningDetailedZh为空 | “lightly”常见含义为：轻轻地，轻微地。
P2	word_ebad3eadc2e2	calculate	definition_equals_meaning,definition_chinese_only,meaning_detailed_not_expanded,duplicate_template_example	defer	计算；估算 | 同骨架出现20次
P1	word_36e0b2b366fb	kingdom	meaning_too_thin,definition_equals_meaning,definition_chinese_only,meaning_detailed_not_expanded	defer	王国
P2	word_10c3a872bd1d	pit	definition_equals_meaning,definition_chinese_only,missing_meaning_detailed,generic_meaning_detail,multi_meaning_without_structured_senses,multi_meaning_without_quiz_senses	defer	坑；矿井 | meaningDetailedZh为空 | “pit”常见含义为：坑；矿井。
P1	word_8ed626852693	school	meaning_too_thin,definition_equals_meaning,definition_chinese_only,missing_meaning_detailed,generic_meaning_detail	defer	学校 | meaningDetailedZh为空 | “school”常见含义为：学校。
P2	word_2184a471b58b	civil	definition_equals_meaning,definition_chinese_only,meaning_detailed_not_expanded,duplicate_template_example	defer	公民的；民事的；文明的 | 同骨架出现17次
P2	word_ca2f9a914577	acquire	definition_equals_meaning,definition_chinese_only,meaning_detailed_not_expanded	defer	获得；学到
P1	word_d5f5e1203f1d	immediately	meaning_too_thin,definition_equals_meaning,definition_chinese_only,meaning_detailed_not_expanded,duplicate_template_example	defer	立即 | 同骨架出现17次
P2	word_0702ded87aa1	block	definition_equals_meaning,definition_chinese_only,missing_meaning_detailed,generic_meaning_detail,multi_meaning_without_structured_senses,multi_meaning_without_quiz_senses	defer	街区；块；阻碍 | meaningDetailedZh为空 | “block”常见含义为：街区；块；阻碍。
P2	word_80b33d90e157	consult	definition_equals_meaning,definition_chinese_only,meaning_detailed_not_expanded	defer	咨询；查阅
P2	word_f2cc8e22f005	prevalence	definition_equals_meaning,definition_chinese_only,missing_meaning_detailed,generic_meaning_detail,multi_meaning_without_structured_senses,duplicate_template_example	defer	流行；普遍 | meaningDetailedZh为空 | “prevalence”常见含义为：流行；普遍。
P2	word_4ad1a4759f13	producer	definition_equals_meaning,definition_chinese_only,meaning_detailed_not_expanded,duplicate_template_example	defer	生产者；制片人 | 同骨架出现6次
P2	word_b69b422cd20f	childcare	definition_equals_meaning,definition_chinese_only,meaning_detailed_not_expanded,duplicate_template_example	defer	儿童保育 | 同骨架出现8次
P2	word_2a63c3df5304	fence	definition_equals_meaning,definition_chinese_only,missing_meaning_detailed,generic_meaning_detail,multi_meaning_without_structured_senses,multi_meaning_without_quiz_senses,duplicate_template_example	defer	篱笆；栅栏 | meaningDetailedZh为空 | “fence”常见含义为：篱笆；栅栏。
P2	word_e8302cdfa1b3	grandpa	definition_equals_meaning,definition_chinese_only,missing_meaning_detailed,generic_meaning_detail,multi_meaning_without_structured_senses,multi_meaning_without_quiz_senses,duplicate_template_example	defer	爷爷；外公 | meaningDetailedZh为空 | “grandpa”常见含义为：爷爷；外公。
P1	word_07bf5de67066	weather	meaning_too_thin,definition_equals_meaning,definition_chinese_only,meaning_detailed_not_expanded,duplicate_template_example	defer	天气 | 同骨架出现55次
P2	word_be4e79caf983	textbook	definition_equals_meaning,definition_chinese_only,meaning_detailed_not_expanded	defer	教科书
P2	word_c3ea44a5a6f8	submit	definition_equals_meaning,definition_chinese_only,meaning_detailed_not_expanded	defer	提交，服从
P2	word_7764979f3a43	dead	definition_equals_meaning,definition_chinese_only,missing_meaning_detailed,generic_meaning_detail,multi_meaning_without_structured_senses,multi_meaning_without_quiz_senses,target_absent_after_morphology	defer	死的；无生命的 | meaningDetailedZh为空 | “dead”常见含义为：死的；无生命的。 | 词形归一化后仍未命中；本轮不自动重写
P2	word_079d0cd5444e	cry	definition_equals_meaning,definition_chinese_only,missing_meaning_detailed,generic_meaning_detail,multi_meaning_without_structured_senses,multi_meaning_without_quiz_senses	defer	哭；喊叫 | meaningDetailedZh为空 | “cry”常见含义为：哭；喊叫。
P2	word_30d5646311b9	crash	definition_equals_meaning,definition_chinese_only,meaning_detailed_not_expanded	defer	碰撞；崩溃；坠毁
P2	word_4c644ed7dc76	advocate	definition_equals_meaning,definition_chinese_only,meaning_detailed_not_expanded	defer	提倡；拥护者
P2	word_43dd49098573	honestly	definition_equals_meaning,definition_chinese_only,missing_meaning_detailed,generic_meaning_detail,multi_meaning_without_structured_senses,multi_meaning_without_quiz_senses	defer	诚实地；说实在的 | meaningDetailedZh为空 | “honestly”常见含义为：诚实地；说实在的。
P2	word_816bab734307	gray	definition_equals_meaning,definition_chinese_only,missing_meaning_detailed,generic_meaning_detail	defer	灰色的 | meaningDetailedZh为空 | “gray”常见含义为：灰色的。
P2	word_72f621424091	mutual	definition_equals_meaning,definition_chinese_only,meaning_detailed_not_expanded	defer	相互的；共同的
P1	word_7899fa0abfa1	what	meaning_too_thin,definition_equals_meaning,definition_chinese_only,missing_meaning_detailed,generic_meaning_detail,duplicate_template_example	defer	什么 | meaningDetailedZh为空 | “what”常见含义为：什么。
P2	word_cef4fecaaa08	seriously	definition_equals_meaning,definition_chinese_only,meaning_detailed_not_expanded,duplicate_template_example	defer	严重地；认真地 | 同骨架出现4次
P1	word_45cdd1cb0d02	agriculture	meaning_too_thin,definition_equals_meaning,definition_chinese_only,meaning_detailed_not_expanded	defer	农业
P2	word_a79bfc4b308f	truth	definition_equals_meaning,definition_chinese_only,meaning_detailed_not_expanded	defer	真相；真理
P2	word_c45925a5e9fd	effectively	definition_equals_meaning,definition_chinese_only,meaning_detailed_not_expanded,duplicate_template_example	defer	有效地 | 同骨架出现15次
P2	word_d9445bdbc3ca	chap	definition_equals_meaning,definition_chinese_only,missing_meaning_detailed,generic_meaning_detail,multi_meaning_without_structured_senses,multi_meaning_without_quiz_senses	defer	家伙；小伙子 | meaningDetailedZh为空 | “chap”常见含义为：家伙；小伙子。
P2	word_158dbc1325f4	proof	definition_equals_meaning,definition_chinese_only,meaning_detailed_not_expanded	defer	证据；证明
P1	word_be000fecdfa9	quick	meaning_too_thin,definition_equals_meaning,definition_chinese_only,meaning_detailed_not_expanded	defer	快的
P1	word_50546b1ec220	bookshop	meaning_too_thin,definition_equals_meaning,definition_chinese_only,missing_meaning_detailed,generic_meaning_detail	defer	书店 | meaningDetailedZh为空 | “bookshop”常见含义为：书店。
P2	word_911d3859e7f8	financial	definition_equals_meaning,definition_chinese_only,meaning_detailed_not_expanded	defer	财务的；金融的
P2	word_141e1dd7af89	vulnerable	definition_equals_meaning,definition_chinese_only,meaning_detailed_not_expanded	defer	脆弱的；易受伤害的
P2	word_b226a648712c	designer	definition_equals_meaning,definition_chinese_only,meaning_detailed_not_expanded	defer	设计师；名牌的
P2	word_276266de5a08	strength	definition_equals_meaning,definition_chinese_only,meaning_detailed_not_expanded	defer	力量；优点
P2	word_16ba18697169	modernization	definition_equals_meaning,definition_chinese_only,meaning_detailed_not_expanded,duplicate_template_example	defer	现代化 | 同骨架出现173次
P2	word_243421761959	typically	definition_equals_meaning,definition_chinese_only,meaning_detailed_not_expanded	defer	典型地
