id	word	action	setJson	addFormsJson	addMeaningsJson	addQuizSensesJson	reason	evidence	expectedMeaningHash	expectedExampleHash
word_b31bada057a2	ancestor	keep					KEEP_FORM_VARIANT	合法词形命中：ancestor, ancestors	14c25e20ae9d9ad6c4fe427c8f46717744db195b6dc8f87b6b401aebb0cfb271	cd7e2a1bc8d41058f3ddf969d4ab78bef612e96d5e6fa18540d21bdaa09897ab
word_075c3c69d1b7	enterprise	keep					KEEP_FORM_VARIANT	合法词形命中：enterprise, enterprises	9a5205231a95533b01d63cfcb7fd9992335c086777a925a31df39d0e5803e574	c73cbb9950a3d09a2136df323ba889e3b8b2dc740b209a857961268bfcafc95a
word_726afbc333db	coin	keep					KEEP_FORM_VARIANT	合法词形命中：coin, coins	f210e93edcf70fe6a72a4003bca44be6fa3ce3bc2ba9437bf0a03087a89c4db1	ddb360ba2ddaf56a1cda20504f9d8839ae65b7e8f29c9118f27e27083c2dac7f
word_c18621524283	rule	keep					KEEP_FORM_VARIANT	合法词形命中：rule, rules	89d6dd40f3bd98afc6f7d14638d3d84b47ae5955c3cd6e5dc0bf5063e885afb4	863c4eb390242434abb2ba0922ad42ebc56aca942f29df3efdd2a2118de4e024
word_f26b7926b607	insist	keep					KEEP_FORM_VARIANT	合法词形命中：insist, insisted	2ee8c936a66eeeb7029a1aa8a3a4d930dd63e52be877bfd4934e5a81a19d9f51	b47659cb098189b87857c2122e174b89d0bc5b183023cba1ad178fcd7c8d2829
word_e3a608934675	collapse	keep					KEEP_FORM_VARIANT	合法词形命中：collapse, collapsed	ee1d457056ff207df203a5853f06f14e62ed0ca60e0ec5ac21b37f268ffb7973	a14f161db9af00950e6214800c61a73b68e21aa36eaeefe7e16bd1b1134fc077
word_d6ccf225d22d	suspend	keep					KEEP_FORM_VARIANT	合法词形命中：suspend, suspended	bb2311e092de8daec83afceb6040936e1a14b8820d768ef240289eb04aa44d69	382e1c5cfbee45b70651e255f6ae206c60c6cd202b12ee1f49cc0474b9b86211
word_b99d17a97eed	represent	keep					KEEP_FORM_VARIANT	合法词形命中：represent, represents	66d7898b7f3a207a02332abe6beb016cc9113cb02607acebddf2fe563827f890	046e957f6af061602769c09bf2880b4260b12ea8c3bfd85bb5758bdc86514c5b
word_9b6d5b6d1309	drive	keep					KEEP_FORM_VARIANT	合法词形命中：drive, drives	1430bd12787c8b0dd9ed1cab2fd037ad4088f0a7ad9f619a54e38969e0d2bc32	dcbea49887a9ff50675b6f010e63b76c8e6ed8e5481b4de0e9907755c1217f8e
word_115d7057db1a	mishandle	keep					KEEP_FORM_VARIANT	合法词形命中：mishandle, mishandled	f2acd5c2788ad13dac791168764a0622c7955219a3277a49f8cc2c11b3319dd7	ce579fc1b7193c389d56e827fb44c66581061f5bff54f82562c701dd34842067
word_f175ab76e665	perform	keep					KEEP_FORM_VARIANT	合法词形命中：perform, performed	9faeb301422bc6ac5745ffb9d61c4cc8117a16b7f5e6e454e679f415e2bc2d4e	d0e853f863a5653964dc8f3b813a660209fdada43be7b7ff3fb46b7b9f8a3022
word_faf20f78406b	sound	keep					KEEP_FORM_VARIANT	合法词形命中：sound, sounds	79f8a566d0c6e19895935b166872176b0dc78902913f1303930daf0c3eaaf2bc	37554fd926148240c3a68db3e374f08091d244a1d6aae2dced593f6c1ee0507a
word_ab2102d3bb83	applicant	keep					KEEP_FORM_VARIANT	合法词形命中：applicant, applicants	86ba813f165895e65dd6252553606812cd5439647fd0819317aef62365ba232c	6e5af931cf0d656f41002a265469dd89a56fffb3f5be63951083e3ac31773e6e
word_0963b2bfbf77	sheet	keep					KEEP_FORM_VARIANT	合法词形命中：sheet, sheets	28174c2edcc13b6762e218119fa1862cd59c52d02fbc0190b71d3cb62b2ac178	0e9456e555354cfe3788448afca4079bff156776c9bb73f6fee34e63bcfe96f7
word_6fee36e4dcbb	compose	keep					KEEP_FORM_VARIANT	合法词形命中：compose, composed	e1a98966b70b8d6a5b3c0267bfe28ab3d181b072cbc1f9e2c980a6f77173e924	0f8b73ca2bcea650e1403f0e5de7b0b1daa1ce4fc26956ea23361dd4ca422a25
word_9740c5650cae	cheer	keep					KEEP_FORM_VARIANT	合法词形命中：cheer, cheered	9939cd867cfabc919d3801366490431d46cd35e4933c0f4157a737cb9e269a9e	838d4526facc7e0e82ae48c9d4cb7563a25bba12c8fd5abf43683653589c1244
word_7134584992b9	snap	keep					KEEP_FORM_VARIANT	合法词形命中：snap, snapped	e0e52138513c02fcb8f2417d9facdf19f9471cecad4126937fdae79a70410304	7ed0f58c47e99bb7d0118bbc4e191150e0edce756fb234bc096d13b2296e8082
word_e1f72af0d0bb	classify	keep					KEEP_FORM_VARIANT	合法词形命中：classified	1bbe5f3b5d408c26cf1c6e874551cdd9f415f982831a000a9d4cc20d65f574c4	65867dbb260d681190d641f8cafb4a75f34bd08065d1f9de1f1eeffe051c0b70
word_ba5e5afabc1a	kit	keep					REPAIR_EXAMPLE_IN_P0	已由batch-p0.tsv人工修复	87ea215cce11cb7cc59d9ed1f4eea8034442eee0ff8a834cea54a17eeddb3a0c	c6e583834859fae816cd9d6afd8e39661f7e92801b9e1e11131c2de89feaa159
word_ce9ac05f578c	cheek	keep					KEEP_FORM_VARIANT	合法词形命中：cheek, cheeks	697af6c10e8e7a16a7a7aa4b7f314642311278765c77277742e8d06518761370	24d068c34d75e4216e65180a9a0c286cfb71791c15f21274bb6615fb22fea087
word_b1d39579453f	ski	keep					KEEP_FORM_VARIANT	合法词形命中：ski, skis	38660ea2a4cd47c3bd25af5fad49e52e1391779cf6b9c5a7584a4ec4647d035b	1702fdcc89b1cf2e9030f5e8b4c6b28067c61491ae217e101ac61afa5629aabd
word_8c8ff90cb50c	gardenleave	defer					MANUAL_RELATION_REVIEW	词形归一化后仍未命中；本轮不自动重写	ca5b7064bc106b703bb3489298fed6419da7bb641fcda4082669594dd8e8019f	8ff56a5121998820a1a1fe5ec457c4b8f970a1c2ffa26d46cf00cd0f9b4ab38e
word_d7ec4d378ebc	produce	keep					KEEP_FORM_VARIANT	合法词形命中：produce, produces	4195c960b3683817a565eb40314488ee9cc2421094c0011a3964bf381f2bdd0c	c18d4886dd7ecdfdb0d6ce5448780fb75f0674283f0a072c0eb71f8bd365182a
word_61ccad19a5e4	end	keep					KEEP_FORM_VARIANT	合法词形命中：end, ends	2225014803eb7b65940735509afe9ba239431ff94612d29bd3c074ae15bca149	f1340815a9bb54142467cc2704a8b5bf901ee4ce8364eb2e4652911cf07c2336
word_c8ce107cb7df	invent	keep					KEEP_FORM_VARIANT	合法词形命中：invent, invented	ad8ddbcda90d554e4f77dc729c3d112792309ea81df48cbc51c84132680cf1ae	3e7373c5ca988216c4bb7031969cec5d682f7b0c621fe19bd3497e9178366ba4
word_a3b50b5a18e1	display	keep					KEEP_FORM_VARIANT	合法词形命中：display, displayed	e86c31894fb570135bf48208f267487aa514727ede38ae8f1946e170353e4570	68d20dca702de63ffb5d00e43c6017fe286c2dc269324ef85a64335e72322fcc
word_76124a15d0f5	enable	keep					KEEP_FORM_VARIANT	合法词形命中：enable, enables	b985639930f2f8996553bd81aefd5fba8ff4efd1aa8327809ebe00aab8f9c101	6741911e0c6c9871b4de2d217dfaf4b5a164f2a8d562bf678b6d7411c1c26ecc
word_3c05508f51c1	beg	keep					KEEP_FORM_VARIANT	合法词形命中：beg, begged	772fc57791ecfb7b5964e3aea90b97db7cd34e3e0c6c714218334becf2b37d8f	81395227f067502f7d99a0396a15dc9b3c1db42ee4e42951913d4ed263767356
word_e77e5ee820f9	fascinate	keep					KEEP_FORM_VARIANT	合法词形命中：fascinate, fascinated	de0865f20506f63ae651ea6dcab88b1f7430813d6ce25a156382fd63686d4816	491f877d84cb877223e629adc61cc94653495d197e563a02a6d59306ceb4e6e7
word_1e73a0e9e274	happen	defer					MANUAL_RELATION_REVIEW	词形归一化后仍未命中；本轮不自动重写	91fb1019187f29b02916850203b8570f738a86e129fbe16dbf9ab6c14a59412f	9dd614721038422eb11c407f0387526b64c515113e876c35b19424b427237d45
word_98ab75705d72	nod	keep					KEEP_FORM_VARIANT	合法词形命中：nod, nodded	3bc09a772a2cc036bd426e5dc4041d08ef94434264e95180a2263a5f6abc883e	367b280b53ec47ffea1a0a917f7ce185bcc199c83a4f50af5dc0b54f42c304f2
word_76dfc9a9e075	expose	keep					KEEP_FORM_VARIANT	合法词形命中：expose, exposed	1ce7d3da68bde74d3ad8c58d94e578a5a727d6f63bd39bbc42b256de10a0af49	5410cb62da35962eb8703d615d0e45fa6f2b03c04695fb426ed617f911e88448
word_8175ed1a268c	balloon	keep					KEEP_FORM_VARIANT	合法词形命中：balloon, balloons	4d692649cd603406e0e50b7876edb27a4345f4e51f1e9191175583f0d9f4dbff	a1033f32d453fe9fdd9056b5393f3b1c01443f8232586290d6424314812eec54
word_45df6b6cf049	installment	keep					KEEP_FORM_VARIANT	合法词形命中：installment, install, installments	78ac5b028d6ba88c86556696f70e035ab47eab031e98f4f7fd9fba65676a1c00	cb0805d4d3032e2fe9f688156327eee94980334f6e358ed6beece54ca1627d42
word_5f2b4898455d	institution	keep					KEEP_FORM_VARIANT	合法词形命中：institution, institutions	259e03dd8cc25487bc1528724304b3d201c5dfdda7c4655f1990dec508078032	79c09b7f7e85ed3b0e7e9c7ffb118ed1fed78e06bdfe648ab6bb6c7fa74cb8c9
word_3e6dae9956b0	emphasize	keep					KEEP_FORM_VARIANT	合法词形命中：emphasize, emphasizes	99776878dd140ea897a6f72ecab03e667f918c95ea0d488c58e3997b5facb672	e2038d3371a2b2291815aa10d442293e29f90c1e5ae4cad50662bef33e42222b
word_abd0d70f6986	explore	keep					KEEP_FORM_VARIANT	合法词形命中：explore, explored	c337823c919efbb3c47bbe9b6f4ae0af27b260965ae1be557ee84465a0fee1ef	07224b08870ef4cc5aabc7e65e019675f7c6f996cf1a42988413be23a63b79c1
word_0bfac2cbffa9	impose	keep					KEEP_FORM_VARIANT	合法词形命中：impose, imposed	d4746df74e87ecb1d5b1fc6c689ee06c9cdadba761832d68d898d56057bf9ee6	eb05b18e9ea23f632a2b5052bff3ba85144ac749a56aefa48ed1e3e026986c1a
word_308ddd72f8f1	appoint	keep					KEEP_FORM_VARIANT	合法词形命中：appoint, appointed	53c73c0ecbbb9e5f9cef7d1873637e35529ed74913fd4290fb94ce611e2a5ca3	c21a7ff4980b1de4246ad275e4aa6818de87bc501b14d5f783a2fbb0ab9ae167
word_ba76de857dba	teach	keep					KEEP_FORM_VARIANT	合法词形命中：teach, teaches	c9dadac4b5368dbae42074ad69c51c787ee32c6b1e25db8494e729ddc7158984	d579bcb08774245b673ad0a4e4cc674091614f088e4bd805dfe0bee3f2f5d028
word_5f3d78569c27	mile	keep					KEEP_FORM_VARIANT	合法词形命中：mile, miles	5040eb18d47582466137bbd1eed2a0ea22b77f2ab76d62aa751ddfd9f399c7de	8e97714194b0ea6cd6f09927c244103a80b3e16c82f58db6f5ea010b955cae6c
word_4fd61ae178e7	congratulate	keep					KEEP_FORM_VARIANT	合法词形命中：congratulate, congratulated	95f3a6ee945c35271dc65d1539ca97c63dfdcf715b798ea3f780fee6e4eb434a	a9eb63a67b73513260baecb907c0149acc8dc66f178f214d5aacaff2579c82d4
word_96add4263d41	cushion	keep					KEEP_FORM_VARIANT	合法词形命中：cushion, cushions	deb5220ff26fc69ff1932c41195fb23720ecc8e4e0248ebda2443363db3fef8e	80052cd0e8de2cb039335eb4eb876483f8041ed3f1d1c4e78d30c8e4fe20adab
word_f4bf265957a0	disappear	keep					KEEP_FORM_VARIANT	合法词形命中：disappear, disappeared	e74f61feeef2edcbcf51ab1ae8ae904e63f71ee537b77c8b74aaa138f2efab47	fb46244c12aa8820c32a0212785c46ac2ba71cbb8d8f6c2dbfda5ed16208f236
word_f0bd2c9d1996	deed	keep					KEEP_FORM_VARIANT	合法词形命中：deed, deeds	dd39d83af4dcec339ae031a54e1675670a333dbe70ccdfbfd8c39d27ebdebae6	447b5293875252be881dba0d22e913922e9649ceea9c9c1822195052cc8d615f
word_977a200d8323	fat	keep					REPAIR_EXAMPLE_IN_P0	已由batch-p0.tsv人工修复	2692c8d966357265da45044808b86aea8c061e605f920a5913dbc288a5dce93a	6dfdf771b26541e35190ba5b27c79e3f008c791a6c2c2ef1ab0bfd5a42f04331
word_7106b6139783	reform	keep					KEEP_FORM_VARIANT	合法词形命中：reform, reforms	4c5299d800cad4f26257b3bd348f9ebb36e4546e5b581cb59bc50b8268fc509b	4b7682d3d368e47c9ac54bc5bcff9c63f5fbac036db72b8b0030697b80dbc6b7
word_4d50f4342dc7	swear	keep					KEEP_FORM_VARIANT	合法词形命中：swore	97091caa7d46e711eaa7216f4807f02839424839bdfc5cad9b6153fba56532bc	b6070ba74d42642796602d07c281cc9b3ad55589e7110acc9f3f9dd32cac15b7
word_d90178f65672	swell	keep					KEEP_FORM_VARIANT	合法词形命中：swell, swelled	a74339d6a3fb47d053f51010c17f4a53b01dfcb112a29bfdba2fe5360173ea2a	5b6a8f059ce62504a01b93935c06c90777857498e6d4237106818f54f6b2714f
word_7c325cd983d3	responsibility	keep					KEEP_FORM_VARIANT	合法词形命中：responsibilities	4ceb17df53533db15c09715f90f6f78dbe51547d65296d3a676011df061d6cdb	9d38d367dc80f80e539dc9f3786d498e0ceaa58932c2ef453fe174a0ef449e83
word_4efc175d953b	express	keep					KEEP_FORM_VARIANT	合法词形命中：express, expressed	33ae99fa2a5e80a7d666d8456f85ee3c7fd8e2a9cf9ed6cfa991aa0ab725f5dc	9f5d7278ea2031b46d3f54c31eae739bde34e8e0d09ab55e882dd3f4946735f8
word_16873cfcccd5	reader	keep					KEEP_FORM_VARIANT	合法词形命中：reader, readers	3799885350633be583e8f4ca7b8b0a12e7d463c8cba4142eb653fa047ec56433	6c612a23b137681df66d81de7d090c7f26e74935f391549ab5d27f251600a67c
word_ca2f9a914577	acquire	keep					KEEP_FORM_VARIANT	合法词形命中：acquire, acquired	09eee763046615197b2177d2affa1285360e215a951b984835b10c999cb87dd0	fd035c929bdbcbd472767c05156ee81c46f4d43c6485557b7934bf4ed661253c
word_0702ded87aa1	block	keep					KEEP_FORM_VARIANT	合法词形命中：block, blocks	883d93f9529f699f0fb22a1afa185686fda6fc76f20cb0b3f574d37a5095ae9d	467a9e7694e98e5b3a15e2e92867682fa3294fce86746fdd4ce4a8d33ec5147f
word_7764979f3a43	dead	defer					MANUAL_RELATION_REVIEW	词形归一化后仍未命中；本轮不自动重写	6d75f62e67d50456bd4645aecdbd0abe0ce8e686e40821fee2cbde71cec3ac4c	b1a80816b03bb8cae07f38a92af58ddd902ba39f19172a9c4cad50ff0a397ed8
word_079d0cd5444e	cry	keep					KEEP_FORM_VARIANT	合法词形命中：cried	88d1322ce59d941c717d192f59a0ea40581ce44eec79b5be767a0df9ffc80fe6	4317c1b5d5c5461e2787c65329923b45db20980c8c19334e813da22a6ab10f02
word_30d5646311b9	crash	keep					KEEP_FORM_VARIANT	合法词形命中：crash, crashed	a3f9f002214f4ef183b8ed14899846aeec0f0c9a845cf973d6c7dfcaf3d45710	147a497693b57c85733c47f67f9c3ff03590a223b4a71aa1d004fee34aa3e74d
word_276266de5a08	strength	keep					KEEP_FORM_VARIANT	合法词形命中：strength, strengths	4075de0042f9e2d56c1882e8eeef63d7c4080ea3a74f05c624a4f220978c7204	9cd6594167f0f66ab5a83c52469a6dc231438785df6ca7913189761525dabd51
word_166c25f620ed	fragment	keep					KEEP_FORM_VARIANT	合法词形命中：fragment, fragments	6bdaad4f6f57c228cfd0d720f3727d8275bd2c756f416c211c903d98dd23f82e	6e66fe6029499643ab0b53de284bacd0c29fd036fe0a6453059468633c7ccf74
word_5d68650a46d2	exclude	keep					KEEP_FORM_VARIANT	合法词形命中：exclude, excluded	83fcfbae870c480afa67bde43197115a427d4f1366989aba1ce089b68ca1f2df	909de69c4ee4b8e7b59653c86cacdcec1c947198622044a8c3c0141a810d22b9
word_3ffd52d57101	alteration	keep					KEEP_FORM_VARIANT	合法词形命中：alteration, alterations	eeeda0606799621de1c8992398178ae7e8cfbd877e423eed6f3dcb5adc151993	717b3557dcb4c3368307cadc5a74273514d859d1184404a28b72351f84e93e2e
word_0ef0eaee90bc	customsdeclaration	defer					MANUAL_RELATION_REVIEW	词形归一化后仍未命中；本轮不自动重写	e66e3312357e21ad2503f51f24ef0f5a1e5aff1172e20b591d2f32ead10fe39b	11b20e2c030b1953b1c87c362e2cfd28a1694fa65458c4effd2daee62e7eac62
word_3019189ceee8	orient	keep					KEEP_FORM_VARIANT	合法词形命中：orient, oriented	93d53059c82073fe64d53b06e8788183775ed9a5d7128d2388c4051d7cde5c54	2e9ef7fb67d64da194791dae37636621c9c430d6a0feefca21ff8b0b91089196
word_b9f15443b942	prove	keep					KEEP_FORM_VARIANT	合法词形命中：prove, proved	865ca75a3831807be43ecc87b70538c73245efc9d7dc8ee7f02bab119787c3bc	7a16f9f0984d4e0164d4a9aa3a51b9e619990d391849611866ca72acd989b1fe
word_c6d2d9274c71	reverse	keep					KEEP_FORM_VARIANT	合法词形命中：reverse, reversed	ab6a16011cda2f3f653e33fd8bd3213a8123399e050717158ab9d91206ecc516	6dedb316db6197076bac163b832d626708de8a1e285108536407455272c320d4
word_c4f740bb6d40	minute	keep					KEEP_FORM_VARIANT	合法词形命中：minute, minutes	00edc989a2d3bd2b08b85264909dce0a3f2e1911f5362c43125105b9b2c5d14e	31396d7d4474e30790224c8142e2d70eb245e4a641e09552ae69e1b208000d99
word_60f515f23e52	pronoun	keep					KEEP_FORM_VARIANT	合法词形命中：pronoun, pronouns	d27754176ad6131054e0e415929d4f127591da76746784550a61d8f01e6e856a	863dcef0c60b7657281c953ef1408c3090907c9b125de99d8e991b0e6d195829
word_885490b93ccb	mutter	keep					KEEP_FORM_VARIANT	合法词形命中：mutter, muttered	19e0e82c0186d61ee3306d4628eecc678a3fdaba0d350894394cadf2c4edc2d1	faafdd0ed8f81f838d3fb4a9ec8b0ecbbe48951e3a9a9ce58120058363624a98
word_1b41a69a819b	shrug	keep					KEEP_FORM_VARIANT	合法词形命中：shrug, shrugged	dac2509c7a77999d0d70f495407b822742a7c0032e1ff709c37f31d57b37e652	6bdea92b58338af6f85b750b3542b81a820542d80c2b7d8c858c2db7e9284a33
word_1699ee6ea8cd	egg	keep					KEEP_FORM_VARIANT	合法词形命中：egg, eggs	eddaf196f8155a855129ff721d724ed7f6288b6d2caf7455247a3bb17ed2e187	6b345844d58272130e4ffac07d2023a8a18e1d25d8ff6743638a714f231dbc8f
word_3c42e42e63ec	dividend	keep					KEEP_FORM_VARIANT	合法词形命中：dividend, dividends	ab410981667c5b570a40936a43bd9e3d5b01e8aafc108dd64667bf55d8d8db25	f883b9c05e7c876f2bebed801ef613d8379e0a08c880653eeb38b4ae4739e353
word_e260302f7a5a	distribute	keep					KEEP_FORM_VARIANT	合法词形命中：distribute, distributed	35a69dbb6736c5c6de41b834885b7b78073852f18b31bfc27eb907b1da8d1796	b139039de69d743201e28ff5091ee3430a30e4b077caf9336bf3d9b6f67a4281
word_bd4eeef0f07b	emphasise	keep					KEEP_FORM_VARIANT	合法词形命中：emphasise, emphasised	ce14c9aa89782dc3d9327275c28b0616e470d5059950971e99fff95b8a6d9892	5b69a0fa84aa4407b9220f8f6d0f3a4ed75ffb493ee39615244b272a6041333a
word_2cca72c9f448	joy	keep					REPAIR_EXAMPLE_IN_P0	已由batch-p0.tsv人工修复	2d5e5398be5996b2ed3fe48b3bc21a0af490c0f4485a9307d6279792964da97b	776b6ab2ea185a407584d0e3dcbda86b110eca468d2b898e23a786897d8c2939
word_daf66a54040d	dutyfree	add-form		[{"word":"duty-free","type":"standard compound form","note":"空格或连字符标准形式","source":"semantic-quality-v1"}]			NORMALIZE_COMPOUND	例句或短语层使用duty-free	4c07fb77c0ff7e8af97a3f114e1b4dd9e7af5465cebd0011cfcc2c9bdbc465d8	46efdcaad8e5c92bfe768085823920e3ddebf0b23aa7563d8377427177a81ed3
word_c063e8461865	bee	keep					KEEP_FORM_VARIANT	合法词形命中：bee, bees	58c697602391ffdf57e96dc501bea998b24c04b1d18a52e3a97d3263fb81dc2c	bb992519499c38988839d765c6869cbaac38769bfcfb9b26ea645bf897e99089
word_f6d67cccdd6f	indicate	keep					KEEP_FORM_VARIANT	合法词形命中：indicate, indicates	9058ea6e90a161e14bcd8ccaee85b6557427ae82d6f0e1ab46739c563a6269fb	563b259850822e214f62a203aade495ca622edbc7290650ed9d78eab93f83b07
word_10457960b53e	resource	keep					KEEP_FORM_VARIANT	合法词形命中：resource, resources	3c05143e6cffed85f39683de67506c363984b55478713876536447d9e57f51ce	47889bce6e4f4086f43d9cb60e6995f02ab007606d0dc2121bdb09ff83d48d41
word_63858e504938	stereotype	keep					KEEP_FORM_VARIANT	合法词形命中：stereotyping	380d443064725e7c52bbb15105a96502a7f4febdc73b3fcedb26b4b3c9395863	181f5706b5e4aa71128ccd8c8f04a61a0011a46cc6b92ac93f2b848e800bebba
word_6882696da11a	mud	keep					REPAIR_EXAMPLE_IN_P0	已由batch-p0.tsv人工修复	0d5e03a832c0ea100b691ecb5dda05afc0d049a9dd0fdc034e0a177937bc921c	fa09f9be90cd708d079e141499dab995234c314de1dca4ed7738821fd7fae4e5
word_c6946e9763cf	visitor	keep					KEEP_FORM_VARIANT	合法词形命中：visitor, visitors, visit	9c1939319f1f3a6cdce64fa4252e0405565818e6ab708c45f5ddfd4036241fe5	7df325ef539000e8a2e09ffc485242299c91f20733e34d64fc818645b8767f52
word_ca42dcec4b26	gaze	keep					KEEP_FORM_VARIANT	合法词形命中：gaze, gazed	aad950aa07d81c694f36602e5a46d708486c41b1bd107add7f60b73a5a9fb584	12c9db08c33b174231c20eabdb0f0e06f71fa7488f2831ddf816a32d0af69c0f
word_865d795ef204	clap	keep					KEEP_FORM_VARIANT	合法词形命中：clap, clapped	4f4589b2694aadc69b6f2af6afd00d05f262a59b91d2cda4e0c81569e3b342f4	096857bb32292cb14ac0629a4c3754e0332b813141d23c86767a53cc4427c284
word_eb3295c67489	smartphone	keep					KEEP_FORM_VARIANT	合法词形命中：smartphone, smartphones	a444a1da2d7c55f957c8ccc0d7df431da9d7636e096cc505e4e2bc6520a330d8	c0c9392538aa2cadeaeef5f13f08ee21174befc5f1f65fe9e583fb5a48691979
word_cad7634f301d	requirement	keep					KEEP_FORM_VARIANT	合法词形命中：requirement, require, requirements	704871d21ee3481d83725e39db6e8c117980540a9be20cd1ddad8bc782f5bd93	369cbc9b0cd99e29fc9ece585fd62a34e25fb23bf0bbe539c1646f830b79a3ee
word_27a8398d63c0	zebra	keep					KEEP_FORM_VARIANT	合法词形命中：zebra, zebras	512ba9a931fe4a1f22288fd325eceb2afaf13b01b32e8824931c9734260a7f9c	e6e2410bfecdda5535c3fc865f09fe6fb5d42a0e6c1573c59ee4ced21fd1a748
word_25dc48a8d7c1	trimester	keep					KEEP_FORM_VARIANT	合法词形命中：trimester, trimesters	5dc5ed73dfc3dc11eafb020cb5468fe9b6f67306be4291b7aba0b32562af435e	7051f5431b7e86cd92f6feb986d7877623780537eb56dd5a69b6dcfa7ec12df3
word_7a1cefb26bb1	steal	defer					MANUAL_RELATION_REVIEW	词形归一化后仍未命中；本轮不自动重写	54fca92577a4b86f3195bb1a706593e903bcf9140e2b0522a7a480c699fbbc75	0fde3d8ce379b80462902d8a5285faba8d49fa3b9f683f9fbeb119c2ba03ac96
word_3bbc9ad96500	ago	keep					REPAIR_EXAMPLE_IN_P0	已由batch-p0.tsv人工修复	c0dd8d45c8b609cbfb033a9ffa5fdf970245d4bae3334fa5d39a706d88cdb0d3	50e42ccac08dce01db68ed84a1bf89741fe6905237f32b7a9c11b69152165a7c
word_5a98b0ddf7cb	appliance	keep					KEEP_FORM_VARIANT	合法词形命中：appliance, appliances	831f391003dec50d18e2107675e055d9a70443b0ce599b031e0c78da87a511fa	59cce8f82d0fa911e64bfec21e70585ad4bcdb1d1a87b895820b6fe7afe6f653
word_891cad779d0c	furnish	keep					KEEP_FORM_VARIANT	合法词形命中：furnish, furnished	a4a6390e16c453a8b85e10727f13ccf2001657be1b15ea5a0c05e52dfcd0716d	9e092f8a293fc8a5a24b2f9519e2dcc4201441d531616d773b7e8243f5f24867
word_ccf92e8a60c5	shell	keep					KEEP_FORM_VARIANT	合法词形命中：shell, shells	de7aa3b0ef77d1a3e13d8fc493cf8e906cc96db65b11293b70852ca0f719f64c	cedc120e4bd95e710a0c8458f64c1eba274af0061a356fa13e5617bcce6ae85d
word_18f969db37b3	reject	keep					KEEP_FORM_VARIANT	合法词形命中：reject, rejected	ac34772ddf3156ce68d0cf08059ba737e73fd3d8a36e56d4cdd2ee834c12bac4	89d3851646eae00f65cb92eee10d851720105ffea0674c1b283becd3b915e062
word_1bbebddad7c3	mobilize	keep					KEEP_FORM_VARIANT	合法词形命中：mobilize, mobilized	443d2f13d2fed16f4e0e9fef55002528ea52b4194ebb56df9e454f2b9e54b3ee	f3db46d0fa3d3bc0fe9892b1acbd1b94a0effc1c609502d5f10038d62b20544e
word_a78547492312	acre	keep					KEEP_FORM_VARIANT	合法词形命中：acre, acres	088758d7caa6936074ff21c6dfd44a6116dd3afc038a84baf62894ae1211ef75	db85d35346363f002888cab0ef6fe62b96124457d50318bbf3be3a064f3fa3fa
word_70c3a01ac47e	kid	keep					KEEP_FORM_VARIANT	合法词形命中：kid, kids	44a70032fc1c5fd7a97b3218e9df14566c27a5160ddb6b4ab23a42c5e7b8404c	8e244130ba2bc0eaaea21cc8c7b1d690a7decec4f56b85961cb916f9d8bc5c3d
word_d1dd23900546	grocery	keep					KEEP_FORM_VARIANT	合法词形命中：groceries	3ab65f2ddfa6584380ebb855ed5556ade0d1ae5758d5a1f4439ae17c789b6b20	3d1d2703478775df9678e036fa5776d72def3ae5591a086111aca6f2f87780a9
word_c3eecae3fee0	release	keep					KEEP_FORM_VARIANT	合法词形命中：release, released	43f2b6b9d6c5ab1ed4045ca37522a1c8a9200ed6988c34fa362674bf2f92d896	c7f5762d32f525e364a748664fde10fb1ee9394f9ac14ad7d4ccad8efd68de6b
word_f316a0dfae0c	rose	keep					KEEP_FORM_VARIANT	合法词形命中：rose, roses	e50e81d24f56460d7a8a5e8e479bde293ab4217a6a87ea8767300e9d766346eb	b5611d38c4fed9cb080817cb7ac6a157d2a38c5b4921bf16d8e7d5e9f8ccab63
word_bd4049528973	stick	defer					MANUAL_RELATION_REVIEW	词形归一化后仍未命中；本轮不自动重写	8e03d8094a522b3e9b886962d3ca1389b1f19421408ccd67194f8280b75d7a2c	b2c8d4b633121181847b3c137dff92c62767aa1bba0fa9bc7b7dac7c9182c944
word_92e253f2a423	request	keep					KEEP_FORM_VARIANT	合法词形命中：request, requested	92b0b27315deb355aea02e939617a1ad23709ea9044435efafe5b94da1fc4019	d88ee02d7dae09c495c3e6b5d790261a04fa2b74b99075ecc58cb791d5f16795
word_995060e85879	praise	keep					KEEP_FORM_VARIANT	合法词形命中：praise, praised	6c4d65d3f3966b3c561d3274ab9a247cc0918d07483bcda961ea69a013be603a	55b6b22ec8ac4e81709956b6e7e81fbb07ef6920878fe0fb4a894b6655788c6f
word_e6524682ee5f	fail	keep					KEEP_FORM_VARIANT	合法词形命中：fail, failed	f55fdd62076654c8ba000883c33b50b2fd4174af9d20696009ca3a58874c2360	1595a029eda5d200838757ca882bc5b9ebff83396f64a693af9ce6ee17f4e948
word_9eb0b25ace3b	grape	keep					KEEP_FORM_VARIANT	合法词形命中：grape, grapes	e5acf45ba0778dbcc34f028e98dd838dfce622d6ab5899d32febfe6fd6d2ebb5	a13c613d796512de39f1a651946756c155dfc6077c25721d4cb848579bd03fb8
